record,comp,ele_comb,reward
"{'structure_id': 'gen_21', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0001/postprocess/input_cifs/gen_21.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0001/postprocess/input_cifs/gen_21.cif', 'raw_valid': True, 'formula': 'Ce2 Dy4 Er6', 'chemical_system': 'Ce-Dy-Er', 'num_sites': 12, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0001/postprocess/relaxed/relaxed_cifs/gen_21_relaxed.cif', 'relaxation_success': True, 'total_energy': -57.09050369262695, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.512596858639656, 'predicted_tensor': '[[11.780757276925852, 0.0037468370468192384, 0.005989505855763113], [0.0037468370468192384, 11.351197484201768, -0.001714816084760923], [0.005989505855763113, -0.001714816084760923, 11.405835814791343]]', 'volume': 373.7731074280421, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.48740314136034435, 'reward_raw': 0.9707413434670805, 'reward_final': 0.970741331577301, 'gate_reason': '', 'reward_final_diversity': 0.970741331577301, 'diversity_penalty': False, 'selection_rank': 1}",CeDy2Er3,"('Ce', 'Dy', 'Er')",0.970741331577301
"{'structure_id': 'gen_21', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0007/postprocess/input_cifs/gen_21.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0007/postprocess/input_cifs/gen_21.cif', 'raw_valid': True, 'formula': 'La2 Cd6 Ag2', 'chemical_system': 'Ag-Cd-La', 'num_sites': 10, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0007/postprocess/relaxed/relaxed_cifs/gen_21_relaxed.cif', 'relaxation_success': True, 'total_energy': -23.5212459564209, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.499773780826386, 'predicted_tensor': '[[12.952382722129872, 0.0006307264711555512, -0.0001098199675023896], [0.0006307264711555512, 12.952531222908265, 5.3028906438029746e-05], [-0.0001098199675023896, 5.3028906438029746e-05, 11.594407397441021]]', 'volume': 252.5274224885514, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.499773780826386, 'reward_raw': 0.9692606360562673, 'reward_final': 0.9692606329917908, 'gate_reason': '', 'reward_final_diversity': 0.9692606329917908, 'diversity_penalty': False, 'selection_rank': 1}",LaCd3Ag,"('Ag', 'Cd', 'La')",0.9692606329917908
"{'structure_id': 'gen_30', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/input_cifs/gen_30.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/input_cifs/gen_30.cif', 'raw_valid': True, 'formula': 'Dy4 Ga1 Hg3', 'chemical_system': 'Dy-Ga-Hg', 'num_sites': 8, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0018/postprocess/relaxed/relaxed_cifs/gen_30_relaxed.cif', 'relaxation_success': True, 'total_energy': -25.892940521240234, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.53674570423023, 'predicted_tensor': '[[11.545810001370036, -0.0001048456227856247, 0.0008360352469379881], [-0.0001048456227856247, 13.714555067000965, 0.0004754286580764775], [0.0008360352469379881, 0.0004754286580764775, 12.349872044319692]]', 'volume': 210.29334881081016, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.5367457042302295, 'reward_raw': 0.9646287237762479, 'reward_final': 0.9646286964416504, 'gate_reason': '', 'reward_final_diversity': 0.9646286964416504, 'diversity_penalty': False, 'selection_rank': 2}",Dy4GaHg3,"('Dy', 'Ga', 'Hg')",0.9646286964416504
"{'structure_id': 'gen_56', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0005/postprocess/input_cifs/gen_56.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0005/postprocess/input_cifs/gen_56.cif', 'raw_valid': True, 'formula': 'Tb3 Nd3 Hg4', 'chemical_system': 'Hg-Nd-Tb', 'num_sites': 10, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0005/postprocess/relaxed/relaxed_cifs/gen_56_relaxed.cif', 'relaxation_success': True, 'total_energy': -32.541473388671875, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.544750596309456, 'predicted_tensor': '[[12.917610802744397, 0.0012733604122138107, 0.00035332007350454713], [0.0012733604122138107, 12.0204258576881, -0.42453177713095813], [0.00035332007350454713, -0.42453177713095813, 12.696215128495874]]', 'volume': 287.298864667697, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.5447505963094557, 'reward_raw': 0.9635854080448967, 'reward_final': 0.9635854363441467, 'gate_reason': '', 'reward_final_diversity': 0.9635854363441467, 'diversity_penalty': False, 'selection_rank': 3}",Tb3Nd3Hg4,"('Hg', 'Nd', 'Tb')",0.9635854363441468
"{'structure_id': 'gen_42', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0001/postprocess/input_cifs/gen_42.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0001/postprocess/input_cifs/gen_42.cif', 'raw_valid': True, 'formula': 'Nd2 Ho4 Er10', 'chemical_system': 'Er-Ho-Nd', 'num_sites': 16, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0001/postprocess/relaxed/relaxed_cifs/gen_42_relaxed.cif', 'relaxation_success': True, 'total_energy': -73.24715423583984, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.54871416011855, 'predicted_tensor': '[[12.473838807343434, 0.02361594646115454, -0.0001573959657488073], [0.02361594646115454, 12.565523157295944, 0.0004057232108147459], [-0.0001573959657488073, 0.0004057232108147459, 12.606780515716274]]', 'volume': 501.09194028803, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.5487141601185499, 'reward_raw': 0.9630635249405229, 'reward_final': 0.9630635380744934, 'gate_reason': '', 'reward_final_diversity': 0.9630635380744934, 'diversity_penalty': False, 'selection_rank': 2}",NdHo2Er5,"('Er', 'Ho', 'Nd')",0.9630635380744934
"{'structure_id': 'gen_47', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0020/postprocess/input_cifs/gen_47.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0020/postprocess/input_cifs/gen_47.cif', 'raw_valid': True, 'formula': 'Pr6 Sm9 Y5', 'chemical_system': 'Pr-Sm-Y', 'num_sites': 20, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0020/postprocess/relaxed/relaxed_cifs/gen_47_relaxed.cif', 'relaxation_success': True, 'total_energy': -102.36236572265625, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.55727327126522, 'predicted_tensor': '[[12.504427740357697, 0.025501515560118617, -0.05401318803131181], [0.025501515560118617, 12.60705909608537, 0.02120460016447921], [-0.05401318803131181, 0.02120460016447921, 12.560332977352592]]', 'volume': 684.2392610642737, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.5572732712652204, 'reward_raw': 0.9619246215550227, 'reward_final': 0.9619246125221252, 'gate_reason': '', 'reward_final_diversity': 0.9619246125221252, 'diversity_penalty': False, 'selection_rank': 4}",Pr6Sm9Y5,"('Pr', 'Sm', 'Y')",0.9619246125221252
"{'structure_id': 'gen_2', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0022/postprocess/input_cifs/gen_2.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0022/postprocess/input_cifs/gen_2.cif', 'raw_valid': True, 'formula': 'Pr2 Dy3 Tm1 Mg2', 'chemical_system': 'Dy-Mg-Pr-Tm', 'num_sites': 8, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0022/postprocess/relaxed/relaxed_cifs/gen_2_relaxed.cif', 'relaxation_success': True, 'total_energy': -30.863842010498047, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.430362384483916, 'predicted_tensor': '[[11.508251804806887, -5.935956598131526e-07, 0.00010875468395881706], [-5.935956598131526e-07, 11.47647882235619, -5.1831022521891076e-05], [0.00010875468395881706, -5.1831022521891076e-05, 11.306356526288669]]', 'volume': 241.2604949612036, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.5696376155160845, 'reward_raw': 0.9602507059086178, 'reward_final': 0.960250735282898, 'gate_reason': '', 'reward_final_diversity': 0.960250735282898, 'diversity_penalty': False, 'selection_rank': 3}",Pr2Dy3TmMg2,"('Dy', 'Mg', 'Pr', 'Tm')",0.960250735282898
"{'structure_id': 'gen_28', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0014/postprocess/input_cifs/gen_28.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0014/postprocess/input_cifs/gen_28.cif', 'raw_valid': True, 'formula': 'K2 Si1 Pb1 Au6', 'chemical_system': 'Au-K-Pb-Si', 'num_sites': 10, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0014/postprocess/relaxed/relaxed_cifs/gen_28_relaxed.cif', 'relaxation_success': True, 'total_energy': -33.04451370239258, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.616056787480924, 'predicted_tensor': '[[12.458284718486727, -0.0013165068958670267, -0.005353835457841061], [-0.0013165068958670267, 12.460435293000392, -0.014358738992806175], [-0.005353835457841061, -0.014358738992806175, 12.929450350955658]]', 'volume': 269.2876041061619, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.6160567874809235, 'reward_raw': 0.9536669803514999, 'reward_final': 0.9536669850349426, 'gate_reason': '', 'reward_final_diversity': 0.9536669850349426, 'diversity_penalty': False, 'selection_rank': 1}",K2SiPbAu6,"('Au', 'K', 'Pb', 'Si')",0.9536669850349426
"{'structure_id': 'gen_22', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0002/postprocess/input_cifs/gen_22.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0002/postprocess/input_cifs/gen_22.cif', 'raw_valid': True, 'formula': 'Ca1 Pr11 Y4', 'chemical_system': 'Ca-Pr-Y', 'num_sites': 16, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0002/postprocess/relaxed/relaxed_cifs/gen_22_relaxed.cif', 'relaxation_success': True, 'total_energy': -79.69142150878906, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.655649943444194, 'predicted_tensor': '[[12.654395777589233, -0.0002234941912920587, -2.4728492784022512e-05], [-0.0002234941912920587, 12.654183564401325, 2.6611385858183065e-05], [-2.4728492784022512e-05, 2.6611385858183065e-05, 12.658370488342012]]', 'volume': 566.2198182953399, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.6556499434441942, 'reward_raw': 0.9476835826268438, 'reward_final': 0.947683572769165, 'gate_reason': '', 'reward_final_diversity': 0.947683572769165, 'diversity_penalty': False, 'selection_rank': 3}",CaPr11Y4,"('Ca', 'Pr', 'Y')",0.947683572769165
"{'structure_id': 'gen_10', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0023/postprocess/input_cifs/gen_10.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0023/postprocess/input_cifs/gen_10.cif', 'raw_valid': True, 'formula': 'Sr2 Ga6 Ag4', 'chemical_system': 'Ag-Ga-Sr', 'num_sites': 12, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0023/postprocess/relaxed/relaxed_cifs/gen_10_relaxed.cif', 'relaxation_success': True, 'total_energy': -35.89529037475586, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.674891160537872, 'predicted_tensor': '[[14.099151647731242, 0.001023601181024109, 0.0030266997362074885], [0.001023601181024109, 11.899034747184583, 0.27385015521942363], [0.0030266997362074885, 0.27385015521942363, 12.0264870866978]]', 'volume': 266.4103539314264, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.6748911605378716, 'reward_raw': 0.9446556968624731, 'reward_final': 0.94465571641922, 'gate_reason': '', 'reward_final_diversity': 0.94465571641922, 'diversity_penalty': False, 'selection_rank': 2}",SrGa3Ag2,"('Ag', 'Ga', 'Sr')",0.94465571641922
"{'structure_id': 'gen_15', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/input_cifs/gen_15.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/input_cifs/gen_15.cif', 'raw_valid': True, 'formula': 'Tb2 Nd1 Y2 Tm2', 'chemical_system': 'Nd-Tb-Tm-Y', 'num_sites': 7, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0016/postprocess/relaxed/relaxed_cifs/gen_15_relaxed.cif', 'relaxation_success': True, 'total_energy': -35.656585693359375, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.315207593984452, 'predicted_tensor': '[[11.214239906565224, -0.00038921857851101057, -0.0008632944350727485], [-0.00038921857851101057, 11.231701627147073, 0.05320265274278119], [-0.0008632944350727485, 0.05320265274278119, 11.499681248241055]]', 'volume': 224.8028119879864, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.6847924060155481, 'reward_raw': 0.9430673480998593, 'reward_final': 0.9430673718452454, 'gate_reason': '', 'reward_final_diversity': 0.9430673718452454, 'diversity_penalty': False, 'selection_rank': 1}",Tb2Nd(YTm)2,"('Nd', 'Tb', 'Tm', 'Y')",0.9430673718452454
"{'structure_id': 'gen_61', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0012/postprocess/input_cifs/gen_61.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0012/postprocess/input_cifs/gen_61.cif', 'raw_valid': True, 'formula': 'Sr4 Tl6 Pb2', 'chemical_system': 'Pb-Sr-Tl', 'num_sites': 12, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0012/postprocess/relaxed/relaxed_cifs/gen_61_relaxed.cif', 'relaxation_success': True, 'total_energy': -32.42689895629883, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.696116862905583, 'predicted_tensor': '[[12.721051601007334, -1.279892419143982, 0.0014979628864557756], [-1.279892419143982, 11.89549747659756, -0.0002921190955226105], [0.0014979628864557756, -0.0002921190955226105, 13.471801511111861]]', 'volume': 402.378479985842, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.6961168629055834, 'reward_raw': 0.9412256821935819, 'reward_final': 0.9412257075309753, 'gate_reason': '', 'reward_final_diversity': 0.9412257075309753, 'diversity_penalty': False, 'selection_rank': 2}",Sr2Tl3Pb,"('Pb', 'Sr', 'Tl')",0.9412257075309752
"{'structure_id': 'gen_51', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0021/postprocess/input_cifs/gen_51.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0021/postprocess/input_cifs/gen_51.cif', 'raw_valid': True, 'formula': 'Ba2 In7 Ag3', 'chemical_system': 'Ag-Ba-In', 'num_sites': 12, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0021/postprocess/relaxed/relaxed_cifs/gen_51_relaxed.cif', 'relaxation_success': True, 'total_energy': -34.65201187133789, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.721231538169164, 'predicted_tensor': '[[12.439120759241538, -0.4313857203627769, -0.010908300923584462], [-0.4313857203627769, 12.020388349929531, 0.00442333446399672], [-0.010908300923584462, 0.00442333446399672, 13.704185505336417]]', 'volume': 335.87292947857, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.7212315381691639, 'reward_raw': 0.9370469732567528, 'reward_final': 0.9370469450950623, 'gate_reason': '', 'reward_final_diversity': 0.9370469450950623, 'diversity_penalty': False, 'selection_rank': 2}",Ba2In7Ag3,"('Ag', 'Ba', 'In')",0.9370469450950623
"{'structure_id': 'gen_12', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0015/postprocess/input_cifs/gen_12.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0015/postprocess/input_cifs/gen_12.cif', 'raw_valid': True, 'formula': 'Y4 Ho2 Er4 Tm2', 'chemical_system': 'Er-Ho-Tm-Y', 'num_sites': 12, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0015/postprocess/relaxed/relaxed_cifs/gen_12_relaxed.cif', 'relaxation_success': True, 'total_energy': -61.93538284301758, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.80224710774881, 'predicted_tensor': '[[13.013521953147334, 0.001375214760196205, -0.0007389003740660254], [0.001375214760196205, 12.630269107351696, 0.09262395646142246], [-0.0007389003740660254, 0.09262395646142246, 12.76295026274739]]', 'volume': 375.7635229942074, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.8022471077488103, 'reward_raw': 0.9227009888223288, 'reward_final': 0.9227010011672974, 'gate_reason': '', 'reward_final_diversity': 0.9227010011672974, 'diversity_penalty': False, 'selection_rank': 2}",Y2HoEr2Tm,"('Er', 'Ho', 'Tm', 'Y')",0.9227010011672974
"{'structure_id': 'gen_45', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0020/postprocess/input_cifs/gen_45.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0020/postprocess/input_cifs/gen_45.cif', 'raw_valid': True, 'formula': 'Tb12 Ni7 Au1', 'chemical_system': 'Au-Ni-Tb', 'num_sites': 20, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0020/postprocess/relaxed/relaxed_cifs/gen_45_relaxed.cif', 'relaxation_success': True, 'total_energy': -105.90279388427734, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.919422916597291, 'predicted_tensor': '[[12.970291870675414, -0.03695290933421358, 0.06428528254115524], [-0.03695290933421358, 12.94330571568101, 0.08813709784849207], [0.06428528254115524, 0.08813709784849207, 12.844671163435457]]', 'volume': 463.9016615112983, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.9194229165972914, 'reward_raw': 0.8997239252426531, 'reward_final': 0.8997239470481873, 'gate_reason': '', 'reward_final_diversity': 0.8997239470481873, 'diversity_penalty': False, 'selection_rank': 5}",Tb12Ni7Au,"('Au', 'Ni', 'Tb')",0.8997239470481873
"{'structure_id': 'gen_58', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0023/postprocess/input_cifs/gen_58.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0023/postprocess/input_cifs/gen_58.cif', 'raw_valid': True, 'formula': 'Tb4 Al2 Ag4', 'chemical_system': 'Ag-Al-Tb', 'num_sites': 10, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0023/postprocess/relaxed/relaxed_cifs/gen_58_relaxed.cif', 'relaxation_success': True, 'total_energy': -40.45752716064453, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.93756964776148, 'predicted_tensor': '[[11.821545682718535, 0.00024228653966501223, 0.001181559644105539], [0.00024228653966501223, 13.497764232466976, -0.00015455162713463866], [0.001181559644105539, -0.00015455162713463866, 13.493399028098922]]', 'volume': 232.46379217239996, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.9375696477614799, 'reward_raw': 0.8959419952468765, 'reward_final': 0.895941972732544, 'gate_reason': '', 'reward_final_diversity': 0.895941972732544, 'diversity_penalty': False, 'selection_rank': 3}",Tb2AlAg2,"('Ag', 'Al', 'Tb')",0.895941972732544
"{'structure_id': 'gen_42', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0000/postprocess/input_cifs/gen_42.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0000/postprocess/input_cifs/gen_42.cif', 'raw_valid': True, 'formula': 'Tb2 Nd2 Y1 Al2', 'chemical_system': 'Al-Nd-Tb-Y', 'num_sites': 7, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0000/postprocess/relaxed/relaxed_cifs/gen_42_relaxed.cif', 'relaxation_success': True, 'total_energy': -34.18887710571289, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.938419763879658, 'predicted_tensor': '[[13.632211615511956, 0.00018099871527760004, 0.00011660416896092694], [0.00018099871527760004, 12.419182199444865, -0.04638339895637652], [0.00011660416896092694, -0.04638339895637652, 12.763865476682152]]', 'volume': 198.3160005046269, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.9384197638796579, 'reward_raw': 0.8957634060220859, 'reward_final': 0.8957633972167969, 'gate_reason': '', 'reward_final_diversity': 0.8957633972167969, 'diversity_penalty': False, 'selection_rank': 1}",Tb2Nd2YAl2,"('Al', 'Nd', 'Tb', 'Y')",0.8957633972167969
