comp,ele_comb,reward,rl_step
Er2Cu3Ni2P3,"('Cu', 'Er', 'Ni', 'P')",0.0031946683302521706,23
Li8Ga3,"('Ga', 'Li')",0.0986228734254837,23
SrLi4Hg3,"('Hg', 'Li', 'Sr')",0.4760763347148895,23
K2Ag4MoCl13,"('Ag', 'Cl', 'K', 'Mo')",0.0003153608413413167,23
SrLiHg2,"('Hg', 'Li', 'Sr')",0.29142269492149353,23
La6TeP2I3,"('I', 'La', 'P', 'Te')",0.32885828614234924,23
Cs2AuBr5,"('Au', 'Br', 'Cs')",0.00013364180631469935,23
Na2Cd2(InPb)3,"('Cd', 'In', 'Na', 'Pb')",0.49515607953071594,23
Tb5Ho3Tl10,"('Ho', 'Tb', 'Tl')",0.018456684425473213,23
NaCaGa,"('Ca', 'Ga', 'Na')",0.1002831980586052,23
Tb2AlAg2,"('Ag', 'Al', 'Tb')",0.895941972732544,23
