split,material_id,dft_dielectric_scalar
train,anisonet_train_001954,3.077365667
train,anisonet_train_001955,5.724175333
train,anisonet_train_001960,3.167719
train,anisonet_train_001961,4.075234667
train,anisonet_train_001963,7.009087667
train,anisonet_train_001964,7.121182667
train,anisonet_train_001965,3.496051
train,anisonet_train_001967,6.421065333
train,anisonet_train_001968,7.355441667
train,anisonet_train_001971,8.525197
train,anisonet_train_001972,5.834453667
train,anisonet_train_001973,7.048252
train,anisonet_train_001974,6.203706333
train,anisonet_train_001976,6.025282667
train,anisonet_train_001977,4.627996333
train,anisonet_train_001978,3.804775
train,anisonet_train_001979,2.352666667
train,anisonet_train_001980,2.376
train,anisonet_train_001981,2.529089
train,anisonet_train_001982,6.385318333
train,anisonet_train_001983,6.790140333
train,anisonet_train_001984,8.867214333
train,anisonet_train_001985,9.141411333
train,anisonet_train_001986,7.165726667
train,anisonet_train_001987,12.255806
train,anisonet_train_001989,8.659333333
train,anisonet_train_001990,10.137
train,anisonet_train_001991,3.178
train,anisonet_train_001992,3.661
train,anisonet_train_001993,4.042
train,anisonet_train_001995,4.974666667
train,anisonet_train_001996,5.902561333
train,anisonet_train_001997,2.889690667
train,anisonet_train_001998,9.370666667
train,anisonet_train_002000,6.26923
train,anisonet_train_002002,4.695088333
train,anisonet_train_002004,4.366468
train,anisonet_train_002005,4.778933667
train,anisonet_train_002006,3.685693333
train,anisonet_train_002012,9.826651667
train,anisonet_train_002013,5.217004
train,anisonet_train_002014,3.06526
train,anisonet_train_002016,4.136558
train,anisonet_train_002018,5.571926
train,anisonet_train_002020,2.57175
train,anisonet_train_002021,5.841665333
train,anisonet_train_002025,8.935114667
train,anisonet_train_002026,9.391061
train,anisonet_train_002029,2.568
train,anisonet_train_002030,4.966954
train,anisonet_train_002031,6.436286667
train,anisonet_train_002032,5.494243333
train,anisonet_train_002033,5.823616333
train,anisonet_train_002034,5.91086
train,anisonet_train_002038,10.02111867
train,anisonet_train_002039,5.821118
train,anisonet_train_002040,5.981673
train,anisonet_train_002041,5.975438667
train,anisonet_train_002042,5.391099
train,anisonet_train_002045,4.593184333
train,anisonet_train_002047,5.923261333
train,anisonet_train_002048,5.812683667
train,anisonet_train_002049,7.923234333
train,anisonet_train_002050,8.099
train,anisonet_train_002051,6.838952667
train,anisonet_train_002053,3.821544
train,anisonet_train_002054,4.835578
train,anisonet_train_002055,8.571141667
train,anisonet_train_002057,8.792601667
train,anisonet_train_002058,6.507581333
train,anisonet_train_002059,6.144793667
train,anisonet_train_002060,3.586418667
train,anisonet_train_002061,5.734245667
train,anisonet_train_002062,2.919484667
train,anisonet_train_002064,6.071964
train,anisonet_train_002066,6.99262
train,anisonet_train_002069,6.889237
train,anisonet_train_002070,7.292054
train,anisonet_train_002071,2.520962667
train,anisonet_train_002072,2.659106
train,anisonet_train_002074,5.280637333
train,anisonet_train_002076,5.781775
train,anisonet_train_002077,5.186008
train,anisonet_train_002078,6.036028
train,anisonet_train_002079,5.011055333
train,anisonet_train_002080,5.195027
train,anisonet_train_002081,5.162106333
train,anisonet_train_002084,6.866366
train,anisonet_train_002085,6.020852667
train,anisonet_train_002087,3.698824667
train,anisonet_train_002090,6.054530333
train,anisonet_train_002091,5.552843667
train,anisonet_train_002092,6.742092667
train,anisonet_train_002093,6.684464667
train,anisonet_train_002095,5.798208667
train,anisonet_train_002098,5.628
train,anisonet_train_002099,5.278627667
train,anisonet_train_002102,3.389568
train,anisonet_train_002103,3.089191
train,anisonet_train_002104,3.994560667
train,anisonet_train_002105,3.506970333
train,anisonet_train_002106,5.414126333
train,anisonet_train_002108,4.578727333
train,anisonet_train_002109,3.802484
train,anisonet_train_002110,4.773258
train,anisonet_train_002111,4.209929333
train,anisonet_train_002112,5.075418333
train,anisonet_train_002113,5.546751333
train,anisonet_train_002114,5.087266333
train,anisonet_train_002115,4.678882667
train,anisonet_train_002120,5.760438
train,anisonet_train_002122,4.543873
train,anisonet_train_002123,4.447643
train,anisonet_train_002125,2.263
train,anisonet_train_002126,3.063666667
train,anisonet_train_002127,7.153651667
train,anisonet_train_002128,3.665068333
train,anisonet_train_002129,3.833258667
train,anisonet_train_002131,8.289228667
train,anisonet_train_002132,12.25166667
train,anisonet_train_002133,5.919584667
train,anisonet_train_002135,10.55404733
train,anisonet_train_002138,9.851712
train,anisonet_train_002139,7.776594
train,anisonet_train_002140,4.794729667
train,anisonet_train_002141,5.907071
train,anisonet_train_002142,5.478641667
train,anisonet_train_002143,7.241639
train,anisonet_train_002144,7.991
train,anisonet_train_002145,3.922426333
train,anisonet_train_002148,3.675800667
train,anisonet_train_002150,4.524668333
train,anisonet_train_002151,6.356144667
train,anisonet_train_002152,8.082029
train,anisonet_train_002154,10.45966667
train,anisonet_train_002155,9.673329667
train,anisonet_train_002157,14.84008467
train,anisonet_train_002158,8.430639667
train,anisonet_train_002159,3.624828
train,anisonet_train_002160,3.113439667
train,anisonet_train_002162,6.053146667
train,anisonet_train_002164,2.718837333
train,anisonet_train_002166,2.208544
train,anisonet_train_002167,2.395
train,anisonet_train_002173,13.916862
train,anisonet_train_002174,4.160666667
train,anisonet_train_002177,2.885067333
train,anisonet_train_002178,2.993666667
train,anisonet_train_002179,6.128443
train,anisonet_train_002180,8.607482667
train,anisonet_train_002181,9.175387
train,anisonet_train_002184,6.697333333
train,anisonet_train_002188,4.912782667
train,anisonet_train_002189,5.228956333
train,anisonet_train_002191,4.780554333
train,anisonet_train_002192,5.347666667
train,anisonet_train_002193,5.594581333
train,anisonet_train_002194,8.616666667
train,anisonet_train_002195,6.216598333
train,anisonet_train_002196,5.864098333
train,anisonet_train_002197,7.735338
train,anisonet_train_002198,8.045666667
train,anisonet_train_002199,9.247824
train,anisonet_train_002200,12.299
train,anisonet_train_002201,5.995133667
train,anisonet_train_002203,6.005476667
train,anisonet_train_002204,9.246812667
train,anisonet_train_002209,13.26625
train,anisonet_train_002210,5.133666667
train,anisonet_train_002211,2.610613
train,anisonet_train_002212,2.194666667
train,anisonet_train_002213,2.088
train,anisonet_train_002214,2.323
train,anisonet_train_002215,2.483107
train,anisonet_train_002217,2.582874333
train,anisonet_train_002218,2.346666667
train,anisonet_train_002220,2.665333333
train,anisonet_train_002221,4.217637333
train,anisonet_train_002223,3.023333333
train,anisonet_train_002224,2.567575667
train,anisonet_train_002226,7.255404
train,anisonet_train_002227,5.303188667
train,anisonet_train_002233,3.095808
train,anisonet_train_002234,2.447205
train,anisonet_train_002239,2.929305333
train,anisonet_train_002241,4.264500333
train,anisonet_train_002243,5.362318333
train,anisonet_train_002244,5.133909333
train,anisonet_train_002247,2.928624667
train,anisonet_train_002248,2.028219667
train,anisonet_train_002249,3.104497667
train,anisonet_train_002250,8.06911
train,anisonet_train_002251,3.479824333
train,anisonet_train_002252,2.518204667
train,anisonet_train_002253,3.640228333
train,anisonet_train_002254,2.545441333
train,anisonet_train_002255,5.189050667
train,anisonet_train_002256,2.023729
train,anisonet_train_002257,4.435568
train,anisonet_train_002258,4.795304333
train,anisonet_train_002259,4.007371667
train,anisonet_train_002261,2.483294667
train,anisonet_train_002262,2.657885333
train,anisonet_train_002263,3.910535333
train,anisonet_train_002264,7.788892667
train,anisonet_train_002265,9.147701
train,anisonet_train_002266,8.462539333
train,anisonet_train_002267,4.487437
train,anisonet_train_002269,8.831597667
train,anisonet_train_002270,4.727981333
train,anisonet_train_002271,2.952615
train,anisonet_train_002273,3.078942333
train,anisonet_train_002276,8.655821
train,anisonet_train_002277,4.867635
train,anisonet_train_002278,6.358
train,anisonet_train_002280,5.036564667
train,anisonet_train_002281,2.566280333
train,anisonet_train_002283,4.274005333
train,anisonet_train_002284,2.387406
train,anisonet_train_002285,2.526
train,anisonet_train_002287,2.738185
train,anisonet_train_002288,2.356506
train,anisonet_train_002290,3.901093
train,anisonet_train_002291,3.802624
train,anisonet_train_002292,2.766553333
train,anisonet_train_002293,1.866807
train,anisonet_train_002295,2.607666667
train,anisonet_train_002298,10.286
train,anisonet_train_002299,13.86866667
train,anisonet_train_002303,4.891598667
train,anisonet_train_002304,2.725490667
train,anisonet_train_002305,2.498408333
train,anisonet_train_002307,3.114163333
train,anisonet_train_002308,4.705344
train,anisonet_train_002309,9.604401
train,anisonet_train_002310,10.807894
train,anisonet_train_002312,5.965957
train,anisonet_train_002313,4.765766667
train,anisonet_train_002314,5.287233
train,anisonet_train_002316,3.715948333
train,anisonet_train_002317,5.498244333
train,anisonet_train_002320,2.459554
train,anisonet_train_002321,3.156712
train,anisonet_train_002322,3.764465667
train,anisonet_train_002326,9.614849333
train,anisonet_train_002327,6.337425667
train,anisonet_train_002329,4.4733
train,anisonet_train_002330,8.619464667
train,anisonet_train_002331,10.17042433
train,anisonet_train_002332,4.184556667
train,anisonet_train_002333,8.628347
train,anisonet_train_002334,6.981675667
train,anisonet_train_002336,2.874959667
train,anisonet_train_002337,4.946535333
train,anisonet_train_002340,2.789333333
train,anisonet_train_002343,2.895
train,anisonet_train_002344,4.961328
train,anisonet_train_002345,6.111696333
train,anisonet_train_002346,3.356032333
train,anisonet_train_002347,2.342
train,anisonet_train_002349,2.431226
train,anisonet_train_002353,3.673333333
train,anisonet_train_002355,3.950333333
train,anisonet_train_002356,4.054
train,anisonet_train_002357,4.713381667
train,anisonet_train_002358,4.417706333
train,anisonet_train_002359,10.429
train,anisonet_train_002360,5.652173333
train,anisonet_train_002362,6.243978
train,anisonet_train_002364,6.870283667
train,anisonet_train_002366,5.16951
train,anisonet_train_002367,5.273778333
train,anisonet_train_002368,3.632895667
train,anisonet_train_002369,2.811699
train,anisonet_train_002370,3.378594
train,anisonet_train_002371,3.208362
train,anisonet_train_002372,3.036558
train,anisonet_train_002373,3.470689667
train,anisonet_train_002375,3.015355
train,anisonet_train_002376,3.789046
train,anisonet_train_002377,5.400333333
train,anisonet_train_002378,4.039166
train,anisonet_train_002380,4.657035
train,anisonet_train_002381,5.488
train,anisonet_train_002382,5.503
train,anisonet_train_002383,7.319
train,anisonet_train_002385,11.285
train,anisonet_train_002386,8.349
train,anisonet_train_002387,14.120816
train,anisonet_train_002388,8.039557667
train,anisonet_train_002389,4.655797333
train,anisonet_train_002390,2.177
train,anisonet_train_002391,11.119708
train,anisonet_train_002392,2.060280667
train,anisonet_train_002394,13.78515333
train,anisonet_train_002395,3.927835
train,anisonet_train_002400,2.713
train,anisonet_train_002401,7.805470333
train,anisonet_train_002403,9.548
train,anisonet_train_002404,4.624248
train,anisonet_train_002405,8.167385333
train,anisonet_train_002406,6.310749
train,anisonet_train_002407,4.811
train,anisonet_train_002408,5.012639333
train,anisonet_train_002409,4.639662333
train,anisonet_train_002410,4.783126
train,anisonet_train_002411,7.050192
train,anisonet_train_002413,5.374284333
train,anisonet_train_002414,5.373411667
train,anisonet_train_002415,8.357508
train,anisonet_train_002416,8.650303333
train,anisonet_train_002417,9.63206
train,anisonet_train_002418,11.181047
train,anisonet_train_002424,3.391784667
train,anisonet_train_002425,3.278923
train,anisonet_train_002427,4.426937
train,anisonet_train_002428,4.475567333
train,anisonet_train_002429,5.561815667
train,anisonet_train_002431,8.232108333
train,anisonet_train_002433,3.442715333
train,anisonet_train_002434,3.102779667
train,anisonet_train_002435,2.749582333
train,anisonet_train_002438,4.868146
train,anisonet_train_002440,3.386375333
train,anisonet_train_002441,5.545591333
train,anisonet_train_002442,4.482815667
train,anisonet_train_002443,4.489289
train,anisonet_train_002444,4.013496
train,anisonet_train_002446,4.541295667
train,anisonet_train_002447,7.529815333
train,anisonet_train_002449,2.619754667
train,anisonet_train_002450,5.244959
train,anisonet_train_002452,3.750899
train,anisonet_train_002454,5.093516667
train,anisonet_train_002455,3.403884667
train,anisonet_train_002457,4.036367
train,anisonet_train_002458,8.688263667
train,anisonet_train_002459,9.271203667
train,anisonet_train_002460,11.22569333
train,anisonet_train_002463,4.557741667
train,anisonet_train_002464,6.563086
train,anisonet_train_002465,2.938832667
train,anisonet_train_002466,2.352430667
train,anisonet_train_002468,3.415749333
train,anisonet_train_002469,5.536142333
train,anisonet_train_002470,3.628652667
train,anisonet_train_002471,7.125739
train,anisonet_train_002472,8.706228667
train,anisonet_train_002475,7.947782667
train,anisonet_train_002476,7.569212
train,anisonet_train_002477,4.129170333
train,anisonet_train_002479,3.260557
train,anisonet_train_002480,2.474741
train,anisonet_train_002481,5.151257333
train,anisonet_train_002483,4.704083
train,anisonet_train_002484,2.596776333
train,anisonet_train_002485,3.728664667
train,anisonet_train_002487,5.494466333
train,anisonet_train_002488,5.834194333
train,anisonet_train_002490,5.207046333
train,anisonet_train_002491,2.977432
train,anisonet_train_002494,13.21866667
train,anisonet_train_002495,3.595773667
train,anisonet_train_002496,4.495920667
train,anisonet_train_002497,4.239415333
train,anisonet_train_002498,4.810555
train,anisonet_train_002499,3.780726333
train,anisonet_train_002500,3.615142
train,anisonet_train_002501,4.629436667
train,anisonet_train_002504,3.744745667
train,anisonet_train_002505,4.395981333
train,anisonet_train_002506,3.239176
train,anisonet_train_002507,4.786587667
train,anisonet_train_002508,7.989025333
train,anisonet_train_002509,3.901699
train,anisonet_train_002510,7.480253
train,anisonet_train_002511,7.038519
train,anisonet_train_002513,7.872483333
train,anisonet_train_002516,5.558068333
train,anisonet_train_002518,4.449139333
train,anisonet_train_002519,5.248522333
train,anisonet_train_002521,4.265562
train,anisonet_train_002522,8.095666667
train,anisonet_train_002523,4.059304667
train,anisonet_train_002525,4.049935667
train,anisonet_train_002526,2.654333333
train,anisonet_train_002527,2.609333333
train,anisonet_train_002529,3.631671
train,anisonet_train_002530,3.654621333
train,anisonet_train_002531,3.727164667
train,anisonet_train_002532,4.886132667
train,anisonet_train_002535,11.61190633
train,anisonet_train_002536,9.853311
train,anisonet_train_002537,7.919288
train,anisonet_train_002538,9.156606667
train,anisonet_train_002539,4.871842333
train,anisonet_train_002540,4.876355667
train,anisonet_train_002541,7.898278333
train,anisonet_train_002545,7.991238333
train,anisonet_train_002546,9.625485333
train,anisonet_train_002548,4.425115
train,anisonet_train_002550,4.059440333
train,anisonet_train_002551,6.143389333
train,anisonet_train_002552,4.145087333
train,anisonet_train_002553,6.543135333
train,anisonet_train_002554,3.966935333
train,anisonet_train_002557,4.195508667
train,anisonet_train_002560,3.558675
train,anisonet_train_002561,4.25713
train,anisonet_train_002562,3.644181333
train,anisonet_train_002564,4.303953
train,anisonet_train_002565,5.819760667
train,anisonet_train_002567,6.902779
train,anisonet_train_002568,4.048792667
train,anisonet_train_002569,6.533666667
train,anisonet_train_002570,6.685292333
train,anisonet_train_002573,7.045689667
train,anisonet_train_002575,6.813244667
train,anisonet_train_002576,9.327654
train,anisonet_train_002579,8.159484333
train,anisonet_train_002580,9.211956
train,anisonet_train_002582,7.467036333
train,anisonet_train_002583,5.568321333
train,anisonet_train_002584,2.749305667
train,anisonet_train_002585,3.214491
train,anisonet_train_002586,3.775268
train,anisonet_train_002589,11.26291533
train,anisonet_train_002592,10.09382467
train,anisonet_train_002594,4.091252333
train,anisonet_train_002595,3.060246
train,anisonet_train_002597,3.827373333
train,anisonet_train_002600,5.289029333
train,anisonet_train_002602,6.806224
train,anisonet_train_002603,4.432009333
train,anisonet_train_002606,7.483523333
train,anisonet_train_002608,6.720196333
train,anisonet_train_002609,9.736474667
train,anisonet_train_002610,5.775044
train,anisonet_train_002613,8.929748667
train,anisonet_train_002614,8.740514333
train,anisonet_train_002616,3.043128667
train,anisonet_train_002618,3.772199
train,anisonet_train_002619,3.697067
train,anisonet_train_002621,9.206213333
train,anisonet_train_002622,4.106303667
train,anisonet_train_002623,3.843715
train,anisonet_train_002624,8.904325
train,anisonet_train_002625,7.735877667
train,anisonet_train_002626,9.643253
train,anisonet_train_002628,5.973429333
train,anisonet_train_002631,8.734115667
train,anisonet_train_002632,11.103596
train,anisonet_train_002633,7.564588667
train,anisonet_train_002634,2.765071667
train,anisonet_train_002636,3.582421667
train,anisonet_train_002637,3.863111333
train,anisonet_train_002638,4.370950667
train,anisonet_train_002639,8.809234333
train,anisonet_train_002641,3.619187
train,anisonet_train_002642,4.28963
train,anisonet_train_002643,9.840044667
train,anisonet_train_002645,8.691661333
train,anisonet_train_002647,11.02242167
train,anisonet_train_002648,7.482439
train,anisonet_train_002649,8.094086
train,anisonet_train_002650,6.640801
train,anisonet_train_002652,7.202311
train,anisonet_train_002653,7.965
train,anisonet_train_002654,3.174635667
train,anisonet_train_002656,7.863300667
train,anisonet_train_002657,5.745162333
train,anisonet_train_002658,2.004779333
train,anisonet_train_002661,3.76265
train,anisonet_train_002664,7.942013
train,anisonet_train_002666,9.687501
train,anisonet_train_002669,8.713552667
train,anisonet_train_002670,5.640935
train,anisonet_train_002671,2.864473667
train,anisonet_train_002672,4.472078333
train,anisonet_train_002674,4.719669667
train,anisonet_train_002675,3.149057667
train,anisonet_train_002676,5.369454333
train,anisonet_train_002678,3.441630667
train,anisonet_train_002681,5.489006333
train,anisonet_train_002682,3.300416667
train,anisonet_train_002683,3.625362
train,anisonet_train_002685,4.184583333
train,anisonet_train_002687,5.191533
train,anisonet_train_002688,5.013
train,anisonet_train_002689,4.668
train,anisonet_train_002691,4.554728
train,anisonet_train_002693,4.605481667
train,anisonet_train_002694,4.595957
train,anisonet_train_002695,4.310067667
train,anisonet_train_002696,13.46706367
train,anisonet_train_002697,4.891168333
train,anisonet_train_002698,3.683845333
train,anisonet_train_002703,7.819903667
train,anisonet_train_002704,4.851
train,anisonet_train_002705,4.91
train,anisonet_train_002706,4.789
train,anisonet_train_002707,4.894
train,anisonet_train_002710,6.629148333
train,anisonet_train_002711,12.03866667
train,anisonet_train_002712,5.00939
train,anisonet_train_002714,6.732059667
train,anisonet_train_002715,5.61899
train,anisonet_train_002716,3.786212667
train,anisonet_train_002717,4.137798667
train,anisonet_train_002718,4.152485667
train,anisonet_train_002719,4.885016667
train,anisonet_train_002722,3.740333333
train,anisonet_train_002723,4.414
train,anisonet_train_002726,9.190213667
train,anisonet_train_002727,4.718201667
train,anisonet_train_002729,5.417724
train,anisonet_train_002730,9.016962667
train,anisonet_train_002731,7.542206667
train,anisonet_train_002732,7.098591
train,anisonet_train_002733,4.791683333
train,anisonet_train_002734,7.350465
train,anisonet_train_002735,10.59252967
train,anisonet_train_002736,12.31988433
train,anisonet_train_002737,9.082212333
train,anisonet_train_002738,9.998351
train,anisonet_train_002739,7.633173
train,anisonet_train_002740,5.039531
train,anisonet_train_002741,4.665720667
train,anisonet_train_002743,3.550819333
train,anisonet_train_002744,3.762642
train,anisonet_train_002745,4.285715333
train,anisonet_train_002746,4.144528333
train,anisonet_train_002747,4.468955333
train,anisonet_train_002748,5.552462667
train,anisonet_train_002749,5.812063
train,anisonet_train_002750,6.307933333
train,anisonet_train_002753,9.678638333
train,anisonet_train_002754,9.831565667
train,anisonet_train_002755,12.478593
train,anisonet_train_002757,7.561434333
train,anisonet_train_002758,3.685342333
train,anisonet_train_002760,5.443464
train,anisonet_train_002761,6.495307667
train,anisonet_train_002762,7.036333333
train,anisonet_train_002763,3.493105
train,anisonet_train_002764,3.503248333
train,anisonet_train_002765,6.629442
train,anisonet_train_002766,5.058520667
train,anisonet_train_002767,3.153291667
train,anisonet_train_002768,2.818390333
train,anisonet_train_002769,3.242613333
train,anisonet_train_002770,2.690861333
train,anisonet_train_002771,8.810249
train,anisonet_train_002772,2.843623667
train,anisonet_train_002775,3.006941667
train,anisonet_train_002776,2.751719333
train,anisonet_train_002777,2.987461
train,anisonet_train_002780,2.380956
train,anisonet_train_002781,3.627789
train,anisonet_train_002783,3.485432
train,anisonet_train_002784,3.866281
train,anisonet_train_002785,3.158163
train,anisonet_train_002787,2.060889333
train,anisonet_train_002788,2.460449667
train,anisonet_train_002791,2.901338
train,anisonet_train_002792,1.890852333
train,anisonet_train_002793,2.876543333
train,anisonet_train_002796,2.388050333
train,anisonet_train_002797,2.132870667
train,anisonet_train_002798,3.927619
train,anisonet_train_002799,1.968251
train,anisonet_train_002800,2.963996333
train,anisonet_train_002802,3.481207333
train,anisonet_train_002803,4.327007667
train,anisonet_train_002804,3.030974667
train,anisonet_train_002807,2.030535
train,anisonet_train_002808,4.202955
train,anisonet_train_002809,5.275119
train,anisonet_train_002810,3.796199333
train,anisonet_train_002811,8.474865333
train,anisonet_train_002815,5.157465
train,anisonet_train_002816,3.208921
train,anisonet_train_002817,4.008136333
train,anisonet_train_002819,2.304864
train,anisonet_train_002820,4.395958
train,anisonet_train_002824,5.903624333
train,anisonet_train_002825,2.343083667
train,anisonet_train_002826,7.34331
train,anisonet_train_002828,3.730559333
train,anisonet_train_002829,8.083174667
train,anisonet_train_002830,7.719973667
train,anisonet_train_002831,7.716995333
train,anisonet_train_002833,7.664793333
train,anisonet_train_002834,2.734392
train,anisonet_train_002837,5.161910667
train,anisonet_train_002838,5.765056333
train,anisonet_train_002839,4.870392333
train,anisonet_train_002843,3.81538
train,anisonet_train_002846,2.975678667
train,anisonet_train_002848,3.521562333
train,anisonet_train_002850,3.144560333
train,anisonet_train_002851,2.622118667
train,anisonet_train_002852,2.393161
train,anisonet_train_002853,3.545011667
train,anisonet_train_002854,3.316591667
train,anisonet_train_002855,3.022544667
train,anisonet_train_002856,3.007225
train,anisonet_train_002858,2.880499667
train,anisonet_train_002859,2.796739667
train,anisonet_train_002860,3.020205
train,anisonet_train_002861,4.001871333
train,anisonet_train_002863,2.711274333
train,anisonet_train_002865,3.209418667
train,anisonet_train_002867,7.308618
train,anisonet_train_002868,2.645014333
train,anisonet_train_002869,2.647959
train,anisonet_train_002870,5.293317333
train,anisonet_train_002871,6.958957
train,anisonet_train_002873,3.376598
train,anisonet_train_002874,3.760122333
train,anisonet_train_002876,5.530070333
train,anisonet_train_002878,12.28325467
train,anisonet_train_002880,4.565273667
train,anisonet_train_002881,3.820355
train,anisonet_train_002882,11.753194
train,anisonet_train_002886,8.905110667
train,anisonet_train_002887,11.11883
train,anisonet_train_002888,14.39999633
train,anisonet_train_002890,2.813987333
train,anisonet_train_002891,3.331394
train,anisonet_train_002892,3.777289667
train,anisonet_train_002893,3.080006
train,anisonet_train_002895,9.581722667
train,anisonet_train_002896,10.31809133
train,anisonet_train_002899,6.877942
train,anisonet_train_002900,4.215514667
train,anisonet_train_002902,5.844212
train,anisonet_train_002903,9.078927333
train,anisonet_train_002904,10.62666667
train,anisonet_train_002905,4.359669333
train,anisonet_train_002907,4.639525
train,anisonet_train_002909,2.884724667
train,anisonet_train_002910,6.334532667
train,anisonet_train_002913,5.791474
train,anisonet_train_002915,4.440299
train,anisonet_train_002916,2.934874333
train,anisonet_train_002918,2.918939667
train,anisonet_train_002920,2.879839
train,anisonet_train_002922,5.618927
train,anisonet_train_002924,6.009808
train,anisonet_train_002925,4.853666
train,anisonet_train_002927,4.788584667
train,anisonet_train_002928,11.948
train,anisonet_train_002930,14.28971
train,anisonet_train_002931,5.307461333
train,anisonet_train_002932,7.796874
train,anisonet_train_002939,2.911465
train,anisonet_train_002941,3.948925667
train,anisonet_train_002945,6.718937667
train,anisonet_train_002946,7.653845
train,anisonet_train_002950,2.240871
train,anisonet_train_002951,2.36
train,anisonet_train_002953,3.018508667
train,anisonet_train_002955,2.738333333
train,anisonet_train_002956,3.13
train,anisonet_train_002959,4.574955333
train,anisonet_train_002961,4.100648
train,anisonet_train_002962,4.223570333
train,anisonet_train_002964,3.657887
train,anisonet_train_002965,3.690124
train,anisonet_train_002966,4.171090333
train,anisonet_train_002968,3.174356
train,anisonet_train_002969,10.89433333
train,anisonet_train_002970,3.260462667
train,anisonet_train_002971,9.303691
train,anisonet_train_002972,6.302156667
train,anisonet_train_002973,9.802408333
train,anisonet_train_002974,7.001282667
train,anisonet_train_002978,6.663427333
train,anisonet_train_002979,6.168372
train,anisonet_train_002982,4.717
train,anisonet_train_002986,9.528666667
train,anisonet_train_002987,5.258071333
train,anisonet_train_002988,6.411969333
train,anisonet_train_002990,9.335454
train,anisonet_train_002991,10.76515567
train,anisonet_train_002992,13.427
train,anisonet_train_002993,6.388819
train,anisonet_train_002997,5.010213
train,anisonet_train_002998,4.874465
train,anisonet_train_002999,5.044221
train,anisonet_train_003000,5.406910333
train,anisonet_train_003001,6.584505667
train,anisonet_train_003002,11.89233333
train,anisonet_train_003003,8.496522333
train,anisonet_train_003004,5.816819
train,anisonet_train_003006,12.522
train,anisonet_train_003007,4.953081333
train,anisonet_train_003009,5.803597667
train,anisonet_train_003011,6.113946
train,anisonet_train_003013,10.05898167
train,anisonet_train_003014,6.616485
train,anisonet_train_003015,3.339750333
train,anisonet_train_003016,3.879
train,anisonet_train_003017,4.576946667
train,anisonet_train_003018,4.604646667
train,anisonet_train_003020,5.674737
train,anisonet_train_003022,3.870529
train,anisonet_train_003023,5.617
train,anisonet_train_003026,5.826359
train,anisonet_train_003027,8.198333333
train,anisonet_train_003029,6.592
train,anisonet_train_003030,6.025007667
train,anisonet_train_003031,5.641784667
train,anisonet_train_003033,6.687243
train,anisonet_train_003034,7.365469
train,anisonet_train_003035,7.914646667
train,anisonet_train_003036,9.138592667
train,anisonet_train_003037,9.370382667
train,anisonet_train_003038,10.295535
train,anisonet_train_003039,8.445
train,anisonet_train_003040,9.072
train,anisonet_train_003042,13.84886
train,anisonet_train_003043,2.893889
train,anisonet_train_003044,2.868717333
train,anisonet_train_003045,5.038178
train,anisonet_train_003046,2.332805667
train,anisonet_train_003047,2.552725667
train,anisonet_train_003048,3.388771333
train,anisonet_train_003049,3.202265333
train,anisonet_train_003052,3.067879667
train,anisonet_train_003054,4.542749
train,anisonet_train_003055,2.652786
train,anisonet_train_003057,5.996768
train,anisonet_train_003058,5.019030667
train,anisonet_train_003059,6.494884
train,anisonet_train_003061,4.60078
train,anisonet_train_003062,5.628128667
train,anisonet_train_003063,4.463974
train,anisonet_train_003064,5.574092
train,anisonet_train_003065,4.43315
train,anisonet_train_003069,2.332073667
train,anisonet_train_003070,2.226666667
train,anisonet_train_003071,2.432666667
train,anisonet_train_003072,3.337083667
train,anisonet_train_003076,2.433286333
train,anisonet_train_003078,4.096061
train,anisonet_train_003080,3.160464
train,anisonet_train_003081,3.236507667
train,anisonet_train_003082,2.648631333
train,anisonet_train_003084,2.393837
train,anisonet_train_003086,4.386500667
train,anisonet_train_003088,2.712257667
train,anisonet_train_003089,3.666913333
train,anisonet_train_003095,3.933400333
train,anisonet_train_003096,4.142779667
train,anisonet_train_003097,3.099666667
train,anisonet_train_003098,4.471757
train,anisonet_train_003101,3.749827
train,anisonet_train_003102,5.979243333
train,anisonet_train_003106,2.272403
train,anisonet_train_003107,3.027454
train,anisonet_train_003108,3.126521
train,anisonet_train_003110,2.629399667
train,anisonet_train_003111,2.581872667
train,anisonet_train_003113,4.804349333
train,anisonet_train_003115,3.485033667
train,anisonet_train_003116,3.144198333
train,anisonet_train_003117,3.202537
train,anisonet_train_003118,3.964802333
train,anisonet_train_003119,3.470859
train,anisonet_train_003122,3.368380333
train,anisonet_train_003124,3.327504667
train,anisonet_train_003125,3.347166333
train,anisonet_train_003126,3.324851333
train,anisonet_train_003127,2.870650667
train,anisonet_train_003128,3.905658
train,anisonet_train_003130,4.770397333
train,anisonet_train_003131,3.037177333
train,anisonet_train_003132,2.789395
train,anisonet_train_003133,3.485180333
train,anisonet_train_003141,5.101548
train,anisonet_train_003142,5.595923
train,anisonet_train_003144,3.370989333
train,anisonet_train_003145,2.859569667
train,anisonet_train_003146,2.553354333
train,anisonet_train_003147,3.104967
train,anisonet_train_003148,3.712001333
train,anisonet_train_003151,7.612078
train,anisonet_train_003153,10.108606
train,anisonet_train_003155,3.074155
train,anisonet_train_003156,4.301498
train,anisonet_train_003157,2.433958333
train,anisonet_train_003159,5.463229667
train,anisonet_train_003160,7.396968
train,anisonet_train_003162,7.596086
train,anisonet_train_003163,3.933535667
