guidance_factor,condition,target_value,structure_index,local_structure_index,global_structure_index,formula,chemical_system,predicted_dielectric_scalar,signed_error_to_target,abs_error_to_target,squared_error_to_target,within_1,within_2,energy_above_hull_per_atom,energy_above_hull,self_consistent_energy_above_hull,stable,rmsd_from_relaxation,is_unique,is_novel,is_explored,composition_valid,structure_valid,structure_comp_valid,novel_unique_stable,num_sites,volume,predicted_tensor
0,4,4,17,17,145,AsLiO4Tl2,As-Li-O-Tl,4.892349317442819,0.892349317442819,0.892349317442819,0.796287304340665,True,True,0.1055602784966787,0.1055602784966787,0.1055602784966787,False,8.889968900603467e-16,True,True,True,True,True,True,False,8,133.4631440767604,"[[4.800264642744569, 0.14112501978892752, -0.17860305116178726], [0.14112501978892752, 4.887647834180264, -0.23851314446687957], [-0.17860305116178726, -0.23851314446687957, 4.98913547540362]]"
0,4,4,18,18,146,NaO8Se3,Na-O-Se,3.3997195286988853,-0.6002804713011147,0.6002804713011147,0.3603366442254884,True,True,0.2640745296417179,0.2640745296417179,0.1751306327883908,False,7.459541232487386e-16,True,True,True,False,True,False,False,12,178.4955725406727,"[[3.893018437887855, -0.17850976956080356, 0.5626302152937188], [-0.17850976956080356, 3.1197626411368207, 0.4703251203362569], [0.5626302152937188, 0.4703251203362569, 3.1863775070719806]]"
0,4,4,19,19,147,K2LiNa,K-Li-Na,3.507514738590181,-0.4924852614098189,0.4924852614098189,0.2425417327058977,True,True,0.1189681342424395,0.1189681342424395,0.1189681342424395,False,0.0019117900189634,True,True,True,True,True,True,False,4,194.7311092692535,"[[3.514159351664512, 1.535031868623019e-05, -0.00027071301612762366], [1.535031868623019e-05, 3.514145352846943, 0.0003440567793704016], [-0.00027071301612762366, 0.0003440567793704016, 3.4942395112590905]]"
0,4,4,20,20,148,Li2N2,Li-N,3.1825841135629727,-0.8174158864370273,0.8174158864370273,0.6681687313996312,True,True,0.1466799868820452,0.1466799868820452,0.0277487125396724,False,0.0033202586435721,True,True,True,True,True,True,False,4,40.56708321098579,"[[3.2650066670304536, -0.003578549930206672, -0.004363978976677201], [-0.003578549930206672, 3.2871979664148867, 0.4299489325068889], [-0.004363978976677201, 0.4299489325068889, 2.9955477072435768]]"
0,4,4,21,21,149,F3O6Re2,F-O-Re,1.9552857368743777,-2.0447142631256225,2.0447142631256225,4.180856417829357,False,False,0.1213793831463441,0.1213793831463441,0.0174251667672953,False,1.3331850549367657e-15,True,True,True,False,True,False,False,11,486.1524399003843,"[[2.025058057924396, -0.12371144191812816, -0.13876275965213541], [-0.12371144191812816, 1.9417193573565976, 0.014385014642631588], [-0.13876275965213541, 0.014385014642631588, 1.89907979534214]]"
0,4,4,22,22,150,Al2O2,Al-O,3.883417978965429,-0.1165820210345711,0.1165820210345711,0.0135913676285051,True,True,0.2609586027757906,0.2609586027757906,0.0,False,0.003969881188983,True,True,True,False,True,False,False,4,50.40229140887484,"[[4.149403825586595, 0.0008133416637842488, 0.0045612022420469175], [0.0008133416637842488, 4.143056122545283, 0.00860456641888685], [0.0045612022420469175, 0.00860456641888685, 3.3577939887644095]]"
0,4,4,23,23,151,F10Na2Zr2,F-Na-Zr,1.9148187284638187,-2.085181271536181,2.085181271536181,4.347980935165246,False,False,0.0641104017951219,0.0641104017951219,0.0,True,1.3088712813653962e-15,True,False,True,True,True,True,False,14,249.3283687092283,"[[1.838681822081067, -0.1627741498353783, 0.010405566152824187], [-0.1627741498353783, 1.9008905242198941, 0.009195477861880155], [0.010405566152824187, 0.009195477861880155, 2.004883839090495]]"
0,4,4,24,24,152,I2NaTl,I-Na-Tl,4.457986694639305,0.4579866946393052,0.4579866946393052,0.2097518124666361,True,True,0.0400826145899708,0.0400826145899708,0.0400826145899708,True,0.0007283945651589,True,False,True,True,True,True,False,4,161.67148247607318,"[[4.477803825804912, -0.0029028088727010436, 0.018807209119911267], [-0.0029028088727010436, 4.481516914900639, 0.011937084576012192], [0.018807209119911267, 0.011937084576012192, 4.4146393432123645]]"
0,4,4,25,25,153,GeSe2,Ge-Se,9.24367699150458,5.24367699150458,5.24367699150458,27.496148391234527,False,False,0.1938076944383011,0.1938076944383011,0.0,False,0.0035370263808885,True,True,True,True,True,True,False,3,77.08967093415234,"[[11.60611362442202, -0.0002626906835541747, -0.007304364008420354], [-0.0002626906835541747, 11.599944650936562, -0.013124542976221537], [-0.007304364008420354, -0.013124542976221537, 4.5249726991551515]]"
0,4,4,26,26,154,Mg2O4Si,Mg-O-Si,2.70627218434826,-1.29372781565174,1.29372781565174,1.6737316609910229,False,True,0.1842228413691389,0.1842228413691389,0.136914061756757,False,0.0015867936225286,True,True,True,True,True,True,False,7,88.54765889048329,"[[2.768989765912948, -0.0005650888253930697, -0.0007402069178597607], [-0.0005650888253930697, 2.768915035195217, -0.0006419674021644111], [-0.0007402069178597607, -0.0006419674021644111, 2.580911751936616]]"
0,4,4,27,27,155,As5Cl11,As-Cl,2.5780405168592835,-1.4219594831407163,1.4219594831407163,2.021968771693813,False,True,0.1460598701898794,0.1460598701898794,0.0,False,1.5723903447192417e-15,True,True,True,False,True,False,False,16,678.427078805892,"[[2.6733056094435437, -0.08791686966810092, -0.052639972977669904], [-0.08791686966810092, 2.4045006740742507, -0.1287889036795768], [-0.052639972977669904, -0.1287889036795768, 2.656315267060055]]"
0,4,4,28,28,156,KS2Ti,K-S-Ti,7.878657487911752,3.878657487911752,3.878657487911752,15.043983908533905,False,False,0.1092264311353563,0.1092264311353563,0.0,False,0.0003654123494859,True,False,True,True,True,True,False,4,84.63148117327718,"[[9.379724909463281, -0.18006083982719132, 1.2314045021702111], [-0.18006083982719132, 9.569623895915344, 0.7406537477526663], [1.2314045021702111, 0.7406537477526663, 4.686623658356629]]"
0,4,4,29,29,157,BMnO6VZn2,B-Mn-O-V-Zn,4.683808091485267,0.6838080914852673,0.6838080914852673,0.4675935059807237,True,True,0.2180089257395812,0.2180089257395812,0.2180089257395812,False,0.0009195341687509,True,True,False,True,True,True,False,11,121.998513408787,"[[4.805763946359523, -0.08602636495256726, -0.2711641132859115], [-0.08602636495256726, 4.878390695672385, -0.18268489408680474], [-0.2711641132859115, -0.18268489408680474, 4.367269632423895]]"
0,4,4,30,30,158,Al2Ba2Mg2P2Sb2,Al-Ba-Mg-P-Sb,9.895347913080364,5.895347913080364,5.895347913080364,34.75512701626101,False,False,0.1020461938471353,0.1020461938471353,0.1020461938471353,False,0.0022547325842552,True,True,False,False,True,False,False,10,273.03836301564513,"[[10.220724174111803, -0.001660269217444356, -0.5588655340560515], [-0.001660269217444356, 10.313306791107482, -0.004793592160568992], [-0.5588655340560515, -0.004793592160568992, 9.152012774021793]]"
0,4,4,31,31,159,K6P2,K-P,4.532197428792601,0.5321974287926006,0.5321974287926006,0.2832341032134551,True,True,-0.0868065241988937,-0.0868065241988937,0.0,True,0.0013515497243881,True,True,True,True,True,True,True,8,337.35045213029326,"[[4.703367149592877, 0.00016447707822533775, -0.0001526233290443177], [0.00016447707822533775, 4.445844115500423, -0.006600333713431414], [-0.0001526233290443177, -0.006600333713431414, 4.447381021284507]]"
0,4,4,32,32,160,Fe2Li5RbSb4,Fe-Li-Rb-Sb,10.578956721968792,6.578956721968792,6.578956721968792,43.28267154953836,False,False,0.1411580216762171,0.1411580216762171,0.1411580216762171,False,0.0021836858717859,True,True,False,True,True,True,False,12,277.1476919924923,"[[10.522812751382395, -0.010289209065753813, 0.07992924524207021], [-0.010289209065753813, 10.322808050060162, -0.05117664423218335], [0.07992924524207021, -0.05117664423218335, 10.89124936446382]]"
0,4,4,33,33,161,H2Ba2Cl2O2,Ba-Cl-H-O,3.455805090249476,-0.5441949097505239,0.5441949097505239,0.2961480997983808,True,True,0.0538105462935014,0.0538105462935014,0.0355971181147518,True,0.0008585288313881,True,True,True,True,True,True,True,8,154.77637030127187,"[[3.937090512037959, 0.00010555277061999858, -0.2495500920500172], [0.00010555277061999858, 3.1637541597652485, -6.996678399809928e-05], [-0.2495500920500172, -6.996678399809928e-05, 3.2665705989452185]]"
0,4,4,34,34,162,H4S2,H-S,2.46376748765473,-1.5362325123452698,1.5362325123452698,2.3600103319866594,False,True,0.0126499272728901,0.0126499272728901,0.0,True,7.10070875281916e-16,True,False,True,True,True,True,False,6,107.00387255729557,"[[2.4941415550104473, 0.0007291966670859254, 0.0001870125026537143], [0.0007291966670859254, 2.493646967268358, 0.0008068834985680385], [0.0001870125026537143, 0.0008068834985680385, 2.4035139406853867]]"
0,4,4,35,35,163,Cr2Li2O4,Cr-Li-O,5.120239180736028,1.1202391807360277,1.1202391807360277,1.2549358220561264,False,True,0.2563487245411178,0.2563487245411178,0.0945023861711185,False,0.0009186092680877,True,False,True,True,True,True,False,8,69.92543214258984,"[[4.826654749306561, -0.0010532014218021348, 0.0012195026707608777], [-0.0010532014218021348, 5.1442711700251875, -0.4224741188467365], [0.0012195026707608777, -0.4224741188467365, 5.3897916228763325]]"
0,4,4,36,36,164,P8,P,14.119236022074332,10.119236022074332,10.119236022074332,102.39893767044676,False,False,-0.0089853087736111,-0.0089853087736111,0.0,True,8.075610931571758e-16,True,True,True,True,True,True,True,8,175.90544287109216,"[[16.200686718187594, -0.002192948005078309, -0.009713554463550385], [-0.002192948005078309, 16.171518572301768, -0.019622645125172325], [-0.009713554463550385, -0.019622645125172325, 9.985502775733634]]"
0,4,4,37,37,165,Cl3InO6S2,Cl-In-O-S,2.30278487424742,-1.6972151257525798,1.6972151257525798,2.8805391830833456,False,True,0.0889746551486059,0.0889746551486059,0.0889746551486059,True,1.7951430792624238e-15,True,True,True,True,True,True,True,12,290.86361854972137,"[[2.3362162120914927, -0.042420449634085304, 0.04967891487522792], [-0.042420449634085304, 2.7846480775213402, -0.16355985195035594], [0.04967891487522792, -0.16355985195035594, 1.7874903331294265]]"
0,4,4,38,38,166,C2Cl6N4Nd4,C-Cl-N-Nd,4.100719787152632,0.1007197871526317,0.1007197871526317,0.0101444755240714,True,True,0.2185299800605706,0.2185299800605706,0.1641165876671273,False,1.9192371944650345e-15,True,True,True,True,True,True,False,16,346.67016246963306,"[[4.4344043707677185, 0.2231767348995813, 0.185690906582096], [0.2231767348995813, 3.769263100986054, 0.030434923469441735], [0.185690906582096, 0.030434923469441735, 4.098491889704122]]"
0,4,4,39,39,167,Li7O5,Li-O,3.068074909341,-0.931925090659,0.931925090659,0.8684843745997853,True,True,0.1106751177938969,0.1106751177938969,0.0,False,9.352983808723525e-16,True,True,True,False,True,False,False,12,108.03106422873712,"[[3.018678226459583, 0.09474175223111649, -0.010176125174104765], [0.09474175223111649, 3.1025894669955614, -0.07465755470710517], [-0.010176125174104765, -0.07465755470710517, 3.0829570345678574]]"
0,4,4,40,40,168,Hg2Ni2O4,Hg-Ni-O,6.943105793470866,2.943105793470866,2.943105793470866,8.661871711561776,False,False,0.1786221774802934,0.1786221774802934,0.1786221774802934,False,0.0021293811546118,True,False,True,True,True,True,False,8,106.7285790283941,"[[6.905660386863513, 0.00597479690812047, 0.040161105722984154], [0.00597479690812047, 6.896314238079068, 0.016828824107372374], [0.040161105722984154, 0.016828824107372374, 7.027342755470022]]"
0,4,4,41,41,169,I12Te2,I-Te,6.3012216118186215,2.301221611818621,2.301221611818621,5.295620906701094,False,False,0.1360661143075672,0.1360661143075672,0.0361677800347099,False,2.093153978633153e-15,True,True,True,True,True,True,False,14,856.7412718708439,"[[6.121620387580553, -0.46551431492739836, -0.43147063009912173], [-0.46551431492739836, 6.613445657645335, -1.0207735495522763], [-0.43147063009912173, -1.0207735495522763, 6.168598790229977]]"
0,4,4,42,42,170,I8,I,7.02174674181203,3.02174674181203,3.02174674181203,9.130953371651618,False,False,0.0916086768521509,0.0916086768521509,0.0,True,0.0019549186197497,True,False,True,True,True,True,False,8,382.46245304121953,"[[3.0172610982396084, -0.001839411557185307, 0.06260144260283243], [-0.001839411557185307, 2.7856681292445518, 0.02868792816760179], [0.06260144260283243, 0.02868792816760179, 15.262310997951932]]"
0,4,4,43,43,171,Ag8Se4,Ag-Se,13.575740499760164,9.575740499760164,9.575740499760164,91.69480611874702,False,False,0.0497419682619235,0.0497419682619235,0.0035427090448361,True,1.3067371487463278e-15,True,True,True,True,True,True,True,12,254.1883963613576,"[[14.191374887320706, -0.0034977616769306693, -0.0024025459966042395], [-0.0034977616769306693, 13.66051756842714, 0.0016381213670905448], [-0.0024025459966042395, 0.0016381213670905448, 12.875329043532652]]"
0,4,4,44,44,172,PdRbTl2,Pd-Rb-Tl,14.010833563043292,10.010833563043292,10.010833563043292,100.21678862695406,False,False,0.0822420737141178,0.0822420737141178,0.0815975755071289,True,0.0014467160607982,True,False,True,True,True,True,False,4,113.61578793901695,"[[15.786908201077198, 0.00019233240580302695, -0.0039527225197022765], [0.00019233240580302695, 15.786470079398748, -0.007840369913652308], [-0.0039527225197022765, -0.007840369913652308, 10.459122408653931]]"
0,4,4,45,45,173,Na4O6Sc2,Na-O-Sc,3.5249851202900846,-0.4750148797099154,0.4750148797099154,0.2256391359458254,True,True,0.1945340438495932,0.1945340438495932,0.0648784626041774,False,0.0004736503511017,True,False,True,True,True,True,False,12,147.9387546178383,"[[3.5591238818847164, 9.607844892608253e-05, -0.00016832530982800934], [9.607844892608253e-05, 3.301457589899102, -0.0010909353486383488], [-0.00016832530982800934, -0.0010909353486383488, 3.714373889086437]]"
0,4,4,46,46,174,Ba3LuN3O6Si3,Ba-Lu-N-O-Si,3.866944218601101,-0.133055781398899,0.133055781398899,0.0177038409636716,True,True,0.3764505681598233,0.3764505681598233,0.3764505681598233,False,0.0019655334377005,True,True,False,True,True,True,False,16,263.7143490994998,"[[4.170169858946846, -0.2627773362826524, 0.04979568695118994], [-0.2627773362826524, 3.8382655384232582, -0.027473661444146584], [0.04979568695118994, -0.027473661444146584, 3.592397258433203]]"
0,4,4,47,47,175,Cd2NaS2,Cd-Na-S,7.033268350024993,3.0332683500249926,3.0332683500249926,9.20071688326334,False,False,0.1685691102577582,0.1685691102577582,0.1685691102577582,False,0.0015698769680699,True,True,True,False,True,False,False,5,115.71491517005008,"[[7.134029896371884, 0.00760630245174061, 0.004846578367569241], [0.00760630245174061, 7.185186342376941, -0.019167625284530462], [0.004846578367569241, -0.019167625284530462, 6.780588811326152]]"
0,4,4,48,48,176,CaHgI6Na2,Ca-Hg-I-Na,4.148060219722018,0.1480602197220184,0.1480602197220184,0.0219218286641323,True,True,0.0999685535605641,0.0999685535605641,0.0999685535605641,True,0.0032264958482795,True,False,True,True,True,True,False,10,397.3022588864092,"[[4.152620197484747, -0.00748895308190048, 0.019888508439746214], [-0.00748895308190048, 4.158903051661909, 0.016892371943517285], [0.019888508439746214, 0.016892371943517285, 4.132657410019403]]"
0,4,4,49,49,177,F3ORb2Sn,F-O-Rb-Sn,2.818989920811619,-1.1810100791883809,1.1810100791883809,1.3947848071445457,False,True,0.1841628202601857,0.1841628202601857,0.1841628202601857,False,0.0023976985044292,True,True,False,True,True,True,False,7,142.331109777012,"[[3.246653621176309, -0.04395699280914654, -0.24906978268289154], [-0.04395699280914654, 2.806852156314736, -0.16046693654403468], [-0.24906978268289154, -0.16046693654403468, 2.403463984943813]]"
0,4,4,50,50,178,Ba2O4,Ba-O,3.463963217824088,-0.5360367821759122,0.5360367821759122,0.2873354318455063,True,True,0.0327257388753388,0.0327257388753388,0.0,True,0.0012181133969245,True,False,True,True,True,True,False,6,104.58158347152444,"[[3.509486155759795, 0.07298321343584345, 0.002158872937942303], [0.07298321343584345, 3.4690398069362263, 0.001715442639429712], [0.002158872937942303, 0.001715442639429712, 3.413363690776241]]"
0,4,4,51,51,179,F12K3Na3Nb2,F-K-Na-Nb,2.2934399165930235,-1.7065600834069763,1.7065600834069763,2.9123473182780266,False,True,0.1122791294008376,0.1122791294008376,0.1122791294008376,False,8.522055049671501e-16,True,True,True,True,True,True,False,20,318.84838058453226,"[[2.3242964938895416, 0.003235995862499257, -0.0002654823772367429], [0.003235995862499257, 2.323023201224034, 0.00033137787730824704], [-0.0002654823772367429, 0.00033137787730824704, 2.2330000546654962]]"
0,4,4,52,52,180,Hf3Te8,Hf-Te,16.377820518625057,12.377820518625056,12.377820518625056,153.2104407912955,False,False,0.1788579799423182,0.1788579799423182,0.0,False,0.0006713452415175,True,True,True,False,True,False,False,11,362.7029690353853,"[[17.386020285401823, 2.3658359721403706, 0.0006961575148568289], [2.3658359721403706, 20.041775750835605, -0.4284891147490029], [0.0006961575148568289, -0.4284891147490029, 11.705665519637758]]"
0,4,4,53,53,181,Ba3Be2CdO6,Ba-Be-Cd-O,3.549625908401844,-0.4503740915981558,0.4503740915981558,0.202836822382864,True,True,0.0885073188237512,0.0885073188237512,0.0885073188237512,True,0.0026379071442831,True,False,True,True,True,True,False,12,204.39832578593484,"[[3.512344634460431, -0.0021773777734940196, -0.00045856121656486615], [-0.0021773777734940196, 3.510490152146502, 0.0007105449454468502], [-0.00045856121656486615, 0.0007105449454468502, 3.6260429385985975]]"
0,4,4,54,54,182,BrCl4Li,Br-Cl-Li,3.2510914291036848,-0.7489085708963152,0.7489085708963152,0.5608640475619612,True,True,0.0974355943984104,0.0974355943984104,0.0974355943984104,True,8.81755265018607e-16,True,True,True,True,True,True,True,6,167.87419846879322,"[[2.975030367097377, 0.46860171251800364, 0.30218290416433496], [0.46860171251800364, 3.2599238267059985, 0.38234203528552707], [0.30218290416433496, 0.38234203528552707, 3.518320093507679]]"
0,4,4,55,55,183,Co2Hf2Na2S6,Co-Hf-Na-S,6.761429979099852,2.7614299790998524,2.7614299790998524,7.6254955294714115,False,False,0.0828737507699051,0.0828737507699051,0.0828737507699051,True,0.0022066916560638,True,False,True,True,True,True,False,12,236.19806677839887,"[[8.119077295557998, -0.001992026422394118, 0.002557244638174669], [-0.001992026422394118, 6.433901246304371, 2.111975142105511], [0.002557244638174669, 2.111975142105511, 5.731311395437185]]"
0,4,4,56,56,184,ClK3O,Cl-K-O,2.990262233125351,-1.009737766874649,1.009737766874649,1.019570357853003,False,True,0.0614165052363309,0.0614165052363309,0.0614165052363309,True,0.001076133519268,True,False,True,True,True,True,False,5,141.70181348990886,"[[2.990115109013906, 5.847770598007209e-05, 4.7743977632651896e-05], [5.847770598007209e-05, 2.99041187243775, -6.819453502032334e-05], [4.7743977632651896e-05, -6.819453502032334e-05, 2.990259717924397]]"
0,4,4,57,57,185,Au4Sb2Si,Au-Sb-Si,20.32999828329368,16.329998283293676,16.329998283293676,266.66884393237444,False,False,0.0838387397344329,0.0838387397344329,0.0838387397344329,True,0.0024424076552192,True,True,True,False,True,False,True,7,158.75510699701996,"[[18.088674490349337, -0.0027612833892935542, 0.01548738830385178], [-0.0027612833892935542, 17.875995284140004, -1.3120956018965573], [0.01548738830385178, -1.3120956018965573, 25.025325075391667]]"
0,4,4,58,58,186,Mg4P8Yb4,Mg-P-Yb,8.794534497271483,4.794534497271483,4.794534497271483,22.98756104552632,False,False,0.1883550300514826,0.1883550300514826,0.1441654222230086,False,0.0012841141662296,True,True,True,True,True,True,False,16,345.61554989576905,"[[8.075015129905468, 0.0011991253738871455, -0.0004367346973743727], [0.0011991253738871455, 9.288726141272235, -0.0010754061044627944], [-0.0004367346973743727, -0.0010754061044627944, 9.019862220636744]]"
0,4,4,59,59,187,Au2Cu2S4,Au-Cu-S,5.821725235921458,1.8217252359214584,1.8217252359214584,3.3186828351930924,False,True,0.1717884902957127,0.1717884902957127,0.1717884902957127,False,0.002988415958518,True,True,True,True,True,True,False,8,223.39366363334287,"[[7.566506285691246, -0.2666605037246526, 1.9969502618149355], [-0.2666605037246526, 7.03124689084505, 0.7354433720357509], [1.9969502618149355, 0.7354433720357509, 2.8674225312280823]]"
0,4,4,60,60,188,Ga4P4S,Ga-P-S,10.38399268211287,6.38399268211287,6.38399268211287,40.75536256527068,False,False,0.2183851096714191,0.2183851096714191,0.2183851096714191,False,2.1281204366793708e-15,True,True,True,False,True,False,False,9,184.1215036897192,"[[10.289785038420966, 0.009999958304539959, -0.09655780170968702], [0.009999958304539959, 10.332808749401377, -0.1355854471165778], [-0.09655780170968702, -0.1355854471165778, 10.52938425851627]]"
0,4,4,61,61,189,As4LiTi3,As-Li-Ti,16.99764653816368,12.99764653816368,12.99764653816368,168.93881553103824,False,False,0.0795404932952514,0.0795404932952514,0.0795404932952514,True,0.0024529162851535,True,True,True,False,True,False,True,8,142.14606683401186,"[[16.997765087674168, -2.2659955431767855e-05, 5.079520214558789e-05], [-2.2659955431767855e-05, 16.997548884271062, 4.726317553879219e-05], [5.079520214558789e-05, 4.726317553879219e-05, 16.9976256425458]]"
0,4,4,62,62,190,Al2Cs2O4,Al-Cs-O,3.070517208731703,-0.9294827912682968,0.9294827912682968,0.8639382592639042,True,True,0.041175308330323,0.041175308330323,0.0,True,0.0015725931715494,True,False,True,True,True,True,False,8,138.18808205354142,"[[3.070836520558588, 4.891724744203167e-05, 8.866092589968033e-05], [4.891724744203167e-05, 3.070501989775343, -0.00014820736794067714], [8.866092589968033e-05, -0.00014820736794067714, 3.070213115861179]]"
0,4,4,63,63,191,Fe6O6,Fe-O,5.272588937386312,1.2725889373863124,1.2725889373863124,1.6194826035580236,False,True,0.2349218202731506,0.2349218202731506,0.0,False,0.00203802948867,True,True,True,True,True,True,False,12,150.25212911493503,"[[4.9564752702953925, -0.02827840951013639, 0.0005734786392736462], [-0.02827840951013639, 4.930823022579742, 0.0006329797806380304], [0.0005734786392736462, 0.0006329797806380304, 5.9304685192838065]]"
0,4,4,64,64,192,H11N,H-N,1.2663992734691627,-2.7336007265308373,2.7336007265308373,7.472572932089921,False,False,0.0960583338410936,0.0960583338410936,0.0833984080126271,True,7.27111125122449e-16,True,True,True,False,True,False,True,12,117.92144430391696,"[[1.274276847216322, -0.001566498411984046, -0.001803648656067111], [-0.001566498411984046, 1.2840535923709062, -0.021733526940730285], [-0.001803648656067111, -0.021733526940730285, 1.2408673808202595]]"
0,4,4,65,65,193,HBr2Sm,Br-H-Sm,3.9249004786230457,-0.0750995213769543,0.0750995213769543,0.0056399381110476,True,True,0.0141824744316592,0.0141824744316592,0.0,True,0.0009844254146984,True,True,True,True,True,True,True,4,104.79676041661926,"[[4.443998956761054, -0.06721675630553635, -0.4367205807919087], [-0.06721675630553635, 4.513169068447801, -0.2656286431228167], [-0.4367205807919087, -0.2656286431228167, 2.8175334106602805]]"
0,4,4,66,66,194,Cl2F3N2Pr,Cl-F-N-Pr,2.439613734798124,-1.5603862652018758,1.5603862652018758,2.434805296630659,False,True,0.2564819684182771,0.2564819684182771,0.2564819684182771,False,0.0023045118571299,True,True,False,True,True,True,False,8,230.626883351963,"[[2.422048349531226, -5.737673568297397e-05, -0.021828585353966336], [-5.737673568297397e-05, 2.4218982471161463, 0.0011487747336469218], [-0.021828585353966336, 0.0011487747336469218, 2.4748946077470007]]"
0,4,4,67,67,195,Cu2O8W2,Cu-O-W,7.84384400298572,3.84384400298572,3.84384400298572,14.775136719289284,False,False,0.2696057811880425,0.2696057811880425,0.2696057811880425,False,0.0026582616389873,True,True,True,True,True,True,False,12,136.9310320050823,"[[7.749876054800419, -0.004066269387471899, -0.0037751709059231794], [-0.004066269387471899, 7.064910680772185, -0.0005963643839812109], [-0.0037751709059231794, -0.0005963643839812109, 8.716745273384555]]"
0,4,4,68,68,196,As3I9,As-I,3.989983617413403,-0.0100163825865968,0.0100163825865968,0.000100327920121,True,True,0.0529904036955177,0.0529904036955177,0.0,True,1.553175988313829e-15,True,True,True,True,True,True,True,12,790.5545184687853,"[[3.75688580158328, 0.027344318331229567, -0.1408076245622242], [0.027344318331229567, 4.249457223214128, -0.25286137550996485], [-0.1408076245622242, -0.25286137550996485, 3.9636078274428015]]"
0,4,4,69,69,197,Al2Na2Se4,Al-Na-Se,4.722901588487719,0.7229015884877192,0.7229015884877192,0.5225867066380677,True,True,0.0530618449851516,0.0530618449851516,0.0,True,1.21507943166656e-15,True,False,True,True,True,True,False,8,215.06966000071944,"[[5.303768575381641, 0.011121966666287193, -0.4040817348979309], [0.011121966666287193, 4.337317603456235, -0.043127105744419435], [-0.4040817348979309, -0.043127105744419435, 4.52761858662528]]"
0,4,4,70,70,198,Li4S6Ti2,Li-S-Ti,7.418789706453057,3.418789706453057,3.418789706453057,11.68812305694938,False,False,0.0638798120103709,0.0638798120103709,0.0550921552622201,True,0.0004910334584945,True,True,True,True,True,True,True,12,196.7878116759414,"[[8.130769118523514, -0.003416772467626611, 0.003930263014731041], [-0.003416772467626611, 7.047050825691364, -0.023332089260444028], [0.003930263014731041, -0.023332089260444028, 7.078549175144294]]"
0,4,4,71,71,199,HBeNZn,Be-H-N-Zn,3.4878666174801225,-0.5121333825198775,0.5121333825198775,0.2622806014912511,True,True,0.4353989038879087,0.4353989038879087,0.4353989038879087,False,9.570863278981948e-05,True,True,False,True,True,True,False,4,44.37594455728583,"[[4.074383173522716, -4.9801480003761354e-05, -0.0005266739618838568], [-4.9801480003761354e-05, 4.074153360736695, -0.0006320773412020607], [-0.0005266739618838568, -0.0006320773412020607, 2.31506331818096]]"
0,4,4,72,72,200,F4FeKNa,F-Fe-K-Na,2.3061437212645632,-1.6938562787354368,1.6938562787354368,2.869149093011462,False,True,0.1430453153404309,0.1430453153404309,0.1430453153404203,False,6.145749550536995e-16,True,True,True,True,True,True,False,7,110.35335776721014,"[[2.4823598949113928, -0.06544455672228938, -0.1838705780349015], [-0.06544455672228938, 2.475607568675641, -0.20561130144499706], [-0.1838705780349015, -0.20561130144499706, 1.9604637002066576]]"
0,4,4,73,73,201,BaNa2O10PbTe2,Ba-Na-O-Pb-Te,3.6035196323189314,-0.3964803676810686,0.3964803676810686,0.1571966819565153,True,True,0.290439291636738,0.290439291636738,0.290439291636738,False,0.0033390383241669,True,True,False,True,True,True,False,16,253.33692897028493,"[[3.4749217989712933, -0.0003882559023961157, 0.003470789066058947], [-0.0003882559023961157, 3.475615209356969, 0.002196084427205702], [0.003470789066058947, 0.002196084427205702, 3.8600218886285282]]"
0,4,4,74,74,202,I13Te7,I-Te,7.48422909625645,3.48422909625645,3.48422909625645,12.139852395200036,False,False,0.1368844997331408,0.1368844997331408,0.0177694791096407,False,1.6217976875913462e-15,True,True,True,False,True,False,False,20,1119.0945293230352,"[[7.7625920117800415, -0.22629268534602312, 0.1977174554414959], [-0.22629268534602312, 7.092112941004993, 0.1720081618878178], [0.1977174554414959, 0.1720081618878178, 7.597982335984318]]"
0,4,4,75,75,203,H3In2O3S2,H-In-O-S,3.624984526283459,-0.375015473716541,0.375015473716541,0.1406366055268416,True,True,0.3666321135193122,0.3666321135193122,0.3655484144061409,False,1.227850670314377e-15,True,True,True,True,True,True,False,10,152.30999542247804,"[[3.73264911003838, -0.010240823791901605, 0.05330686556908067], [-0.010240823791901605, 3.7170666014685327, -0.19256942763968954], [0.05330686556908067, -0.19256942763968954, 3.4252378673434625]]"
0,4,4,76,76,204,CuMg3O3,Cu-Mg-O,4.633604219927697,0.6336042199276974,0.6336042199276974,0.401454307510186,True,True,0.4418895952688331,0.4418895952688331,0.4418895952688331,False,0.002419669703331,True,True,True,False,True,False,False,7,87.59325451934404,"[[4.602553926131796, 0.00032351685920509437, -0.0002647126670369285], [0.00032351685920509437, 4.603803867405911, -0.0001831576091923189], [-0.0002647126670369285, -0.0001831576091923189, 4.6944548662453816]]"
0,4,4,77,77,205,Mn2N2P2Sr2Tm2,Mn-N-P-Sr-Tm,9.013014599167676,5.013014599167676,5.013014599167676,25.13031537146825,False,False,0.3411548518475662,0.3411548518475662,0.3411548518475662,False,0.0012649072306376,True,True,False,True,True,True,False,10,186.23622609489587,"[[9.178820153084226, 0.00025287233693567187, 5.227314633506702e-05], [0.00025287233693567187, 10.311844588413253, -0.002856692210208703], [5.227314633506702e-05, -0.002856692210208703, 7.5483790560055635]]"
