record,comp,ele_comb,reward,source_loop
"{'structure_id': 'gen_36', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0004/postprocess/input_cifs/gen_36.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0004/postprocess/input_cifs/gen_36.cif', 'raw_valid': True, 'formula': 'Tb5 Ho2 Tm2', 'chemical_system': 'Ho-Tb-Tm', 'num_sites': 9, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0004/postprocess/relaxed/relaxed_cifs/gen_36_relaxed.cif', 'relaxation_success': True, 'total_energy': -41.06459045410156, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.36487639739797, 'predicted_tensor': '[[12.351552733300359, 0.00012785638667290423, -0.0001499172541603523], [0.00012785638667290423, 12.490251509791296, -0.017242251515373744], [-0.0001499172541603523, -0.017242251515373744, 12.252824949102255]]', 'volume': 282.9757742943354, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.3648763973979694, 'reward_raw': 0.9834958624052792, 'reward_final': 0.9834959, 'gate_reason': nan, 'reward_final_diversity': 0.9834959, 'diversity_penalty': False, 'selection_rank': 1, 'source_loop': 4}",Tb5(HoTm)2,"('Ho', 'Tb', 'Tm')",0.9834959,4
"{'structure_id': 'gen_36', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0010/postprocess/input_cifs/gen_36.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0010/postprocess/input_cifs/gen_36.cif', 'raw_valid': True, 'formula': 'Nd6 Tm2 Ir4', 'chemical_system': 'Ir-Nd-Tm', 'num_sites': 12, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0010/postprocess/relaxed/relaxed_cifs/gen_36_relaxed.cif', 'relaxation_success': True, 'total_energy': -79.6961898803711, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.37916709316503, 'predicted_tensor': '[[12.294532718697095, -0.5705818068482439, -0.41527566209162314], [-0.5705818068482439, 12.357706691285436, -0.3946137279326169], [-0.41527566209162314, -0.3946137279326169, 12.485261869512563]]', 'volume': 333.4825087298635, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.3791670931650301, 'reward_raw': 0.9821895541715264, 'reward_final': 0.98218954, 'gate_reason': nan, 'reward_final_diversity': 0.98218954, 'diversity_penalty': False, 'selection_rank': 1, 'source_loop': 10}",Nd3TmIr2,"('Ir', 'Nd', 'Tm')",0.98218954,10
"{'structure_id': 'gen_1', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0000/postprocess/input_cifs/gen_1.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0000/postprocess/input_cifs/gen_1.cif', 'raw_valid': True, 'formula': 'Pr5 Nd13 Dy2', 'chemical_system': 'Dy-Nd-Pr', 'num_sites': 20, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0000/postprocess/relaxed/relaxed_cifs/gen_1_relaxed.cif', 'relaxation_success': True, 'total_energy': -94.75628662109375, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.60327024467238, 'predicted_tensor': '[[11.595771244985176, 0.018407264914959257, 0.0051170802439281775], [0.018407264914959257, 11.618936203150355, 0.011817204493406466], [0.0051170802439281775, 0.011817204493406466, 11.595103285881606]]', 'volume': 704.6070426646933, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.39672975532761967, 'reward_raw': 0.9805179639054961, 'reward_final': 0.9805179834365845, 'gate_reason': '', 'reward_final_diversity': 0.9805179834365845, 'diversity_penalty': False, 'selection_rank': 2, 'source_loop': 0}",Pr5Nd13Dy2,"('Dy', 'Nd', 'Pr')",0.9805179834365844,0
"{'structure_id': 'gen_47', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0013/postprocess/input_cifs/gen_47.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0013/postprocess/input_cifs/gen_47.cif', 'raw_valid': True, 'formula': 'Ba2 Ca2 La2 Ga4', 'chemical_system': 'Ba-Ca-Ga-La', 'num_sites': 10, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0013/postprocess/relaxed/relaxed_cifs/gen_47_relaxed.cif', 'relaxation_success': True, 'total_energy': -33.64096450805664, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.60163048446744, 'predicted_tensor': '[[11.51685157952019, 7.606213633510385e-07, -0.0004035204884025017], [7.606213633510385e-07, 11.712265569848878, 0.00034340429160258936], [-0.0004035204884025017, 0.00034340429160258936, 11.57577430403326]]', 'volume': 331.82005364134926, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.3983695155325595, 'reward_raw': 0.9803581804250056, 'reward_final': 0.9803582, 'gate_reason': nan, 'reward_final_diversity': 0.9803582, 'diversity_penalty': False, 'selection_rank': 1, 'source_loop': 13}",BaCaLaGa2,"('Ba', 'Ca', 'Ga', 'La')",0.9803582,13
"{'structure_id': 'gen_31', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0010/postprocess/input_cifs/gen_31.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0010/postprocess/input_cifs/gen_31.cif', 'raw_valid': True, 'formula': 'La2 Y2 Er3', 'chemical_system': 'Er-La-Y', 'num_sites': 7, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0010/postprocess/relaxed/relaxed_cifs/gen_31_relaxed.cif', 'relaxation_success': True, 'total_energy': -36.21487808227539, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.411802356088591, 'predicted_tensor': '[[12.677318101721552, 7.88128865390359e-05, 0.00017483878374783578], [7.88128865390359e-05, 12.372649463071177, -0.0001924328370470321], [0.00017483878374783578, -0.0001924328370470321, 12.18543950347304]]', 'volume': 230.5043943617549, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.4118023560885913, 'reward_raw': 0.9790254434555106, 'reward_final': 0.9790254, 'gate_reason': nan, 'reward_final_diversity': 0.9790254, 'diversity_penalty': False, 'selection_rank': 2, 'source_loop': 10}",La2Y2Er3,"('Er', 'La', 'Y')",0.9790254,10
"{'structure_id': 'gen_13', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0008/postprocess/input_cifs/gen_13.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0008/postprocess/input_cifs/gen_13.cif', 'raw_valid': True, 'formula': 'Sm6 Sn2 H4', 'chemical_system': 'H-Sm-Sn', 'num_sites': 12, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0008/postprocess/relaxed/relaxed_cifs/gen_13_relaxed.cif', 'relaxation_success': True, 'total_energy': -57.03235626220703, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.584246225588291, 'predicted_tensor': '[[11.82761372484745, 0.000980279556187162, 2.288676256418617e-05], [0.000980279556187162, 11.45276607546101, 0.060234068732883846], [2.288676256418617e-05, 0.060234068732883846, 11.47235887645642]]', 'volume': 258.6815931381736, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.4157537744117086, 'reward_raw': 0.9786253460779344, 'reward_final': 0.97862536, 'gate_reason': nan, 'reward_final_diversity': 0.97862536, 'diversity_penalty': False, 'selection_rank': 2, 'source_loop': 8}",Sm3SnH2,"('H', 'Sm', 'Sn')",0.97862536,8
"{'structure_id': 'gen_48', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0008/postprocess/input_cifs/gen_48.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0008/postprocess/input_cifs/gen_48.cif', 'raw_valid': True, 'formula': 'Pr2 Nd2 Sm7 Er1', 'chemical_system': 'Er-Nd-Pr-Sm', 'num_sites': 12, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0008/postprocess/relaxed/relaxed_cifs/gen_48_relaxed.cif', 'relaxation_success': True, 'total_energy': -56.020965576171875, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.426002957273123, 'predicted_tensor': '[[12.4010812068767, -0.00019768264361429366, 0.00019096538645374918], [-0.00019768264361429366, 12.429352234860161, 0.030850285749392473], [0.00019096538645374918, 0.030850285749392473, 12.447575430082509]]', 'volume': 411.8263642932959, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.42600295727312343, 'reward_raw': 0.9775705508439401, 'reward_final': 0.9775705337524414, 'gate_reason': '', 'reward_final_diversity': 0.9775705337524414, 'diversity_penalty': False, 'selection_rank': 1, 'source_loop': 8}",Pr2Nd2Sm7Er,"('Er', 'Nd', 'Pr', 'Sm')",0.9775705337524414,8
"{'structure_id': 'gen_5', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0004/postprocess/input_cifs/gen_5.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0004/postprocess/input_cifs/gen_5.cif', 'raw_valid': True, 'formula': 'Li7 In11 Hg1', 'chemical_system': 'Hg-In-Li', 'num_sites': 19, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0004/postprocess/relaxed/relaxed_cifs/gen_5_relaxed.cif', 'relaxation_success': True, 'total_energy': -47.29879760742188, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.560588468367063, 'predicted_tensor': '[[11.856838143432281, 0.19771292287213796, 0.08121593601216173], [0.19771292287213796, 11.029264206460464, 0.5397340151920295], [0.08121593601216173, 0.5397340151920295, 11.795663055208443]]', 'volume': 419.1169701227271, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.4394115316329365, 'reward_raw': 0.9761536157510512, 'reward_final': 0.9761536, 'gate_reason': nan, 'reward_final_diversity': 0.9761536, 'diversity_penalty': False, 'selection_rank': 2, 'source_loop': 4}",Li7In11Hg,"('Hg', 'In', 'Li')",0.9761536,4
"{'structure_id': 'gen_35', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0020/postprocess/input_cifs/gen_35.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0020/postprocess/input_cifs/gen_35.cif', 'raw_valid': True, 'formula': 'Tb4 Tm1 Hg2', 'chemical_system': 'Hg-Tb-Tm', 'num_sites': 7, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0020/postprocess/relaxed/relaxed_cifs/gen_35_relaxed.cif', 'relaxation_success': True, 'total_energy': -25.123443603515625, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.560300789655429, 'predicted_tensor': '[[11.868246315591234, -0.00046014373628206905, -3.680191048771689e-05], [-0.00046014373628206905, 11.301576916392229, -0.07529681578841838], [-3.680191048771689e-05, -0.07529681578841838, 11.511079136982831]]', 'volume': 200.79996388607023, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.4396992103445711, 'reward_raw': 0.976122757406238, 'reward_final': 0.97612274, 'gate_reason': nan, 'reward_final_diversity': 0.97612274, 'diversity_penalty': False, 'selection_rank': 3, 'source_loop': 20}",Tb4TmHg2,"('Hg', 'Tb', 'Tm')",0.97612274,20
"{'structure_id': 'gen_28', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0017/postprocess/input_cifs/gen_28.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0017/postprocess/input_cifs/gen_28.cif', 'raw_valid': True, 'formula': 'Ba1 Gd3 Ru1', 'chemical_system': 'Ba-Gd-Ru', 'num_sites': 5, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0017/postprocess/relaxed/relaxed_cifs/gen_28_relaxed.cif', 'relaxation_success': True, 'total_energy': -53.48780822753906, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.45170506072897, 'predicted_tensor': '[[12.450198287479378, -0.01019773106583968, -0.0048068774397976915], [-0.01019773106583968, 12.451478270069186, -0.004148325561980795], [-0.0048068774397976915, -0.004148325561980795, 12.453438624638352]]', 'volume': 163.477055325998, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.4517050607289707, 'reward_raw': 0.9748178141405616, 'reward_final': 0.9748178, 'gate_reason': nan, 'reward_final_diversity': 0.9748178, 'diversity_penalty': False, 'selection_rank': 1, 'source_loop': 17}",BaGd3Ru,"('Ba', 'Gd', 'Ru')",0.9748178,17
"{'structure_id': 'gen_32', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0010/postprocess/input_cifs/gen_32.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0010/postprocess/input_cifs/gen_32.cif', 'raw_valid': True, 'formula': 'Na2 Sn8', 'chemical_system': 'Na-Sn', 'num_sites': 10, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0010/postprocess/relaxed/relaxed_cifs/gen_32_relaxed.cif', 'relaxation_success': True, 'total_energy': -35.34342193603516, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.456727208079412, 'predicted_tensor': '[[12.634502213435564, 0.0005008466863545615, -0.002424163065829938], [0.0005008466863545615, 12.023620903551567, 0.19929134091419198], [-0.002424163065829938, 0.19929134091419198, 12.712058507251104]]', 'volume': 295.9255623835608, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.4567272080794122, 'reward_raw': 0.9742620485641568, 'reward_final': 0.97426206, 'gate_reason': nan, 'reward_final_diversity': 0.97426206, 'diversity_penalty': False, 'selection_rank': 3, 'source_loop': 10}",NaSn4,"('Na', 'Sn')",0.97426206,10
"{'structure_id': 'gen_5', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/input_cifs/gen_5.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/input_cifs/gen_5.cif', 'raw_valid': True, 'formula': 'Li1 Cu2 Te1 O6', 'chemical_system': 'Cu-Li-O-Te', 'num_sites': 10, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0003/postprocess/relaxed/relaxed_cifs/gen_5_relaxed.cif', 'relaxation_success': True, 'total_energy': -52.0380859375, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.461605286414974, 'predicted_tensor': '[[13.260747344496144, 0.015282444475906546, 0.01942119637426833], [0.015282444475906546, 13.25847554363581, -0.004219144297565433], [0.01942119637426833, -0.004219144297565433, 10.865592971112969]]', 'volume': 107.96628264151592, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.461605286414974, 'reward_raw': 0.9737166513292563, 'reward_final': 0.973716676235199, 'gate_reason': '', 'reward_final_diversity': 0.973716676235199, 'diversity_penalty': False, 'selection_rank': 1, 'source_loop': 3}",LiCu2TeO6,"('Cu', 'Li', 'O', 'Te')",0.973716676235199,3
"{'structure_id': 'gen_46', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/input_cifs/gen_46.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/input_cifs/gen_46.cif', 'raw_valid': True, 'formula': 'Tb6 Pr5 Er5', 'chemical_system': 'Er-Pr-Tb', 'num_sites': 16, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0010/postprocess/relaxed/relaxed_cifs/gen_46_relaxed.cif', 'relaxation_success': True, 'total_energy': -74.18719482421875, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.536745717218617, 'predicted_tensor': '[[11.454997167765352, 0.04791092145887788, 0.012345195691007302], [0.04791092145887788, 11.544845693215859, 0.012566382190115804], [0.012345195691007302, 0.012566382190115804, 11.61039429067463]]', 'volume': 525.9745283927724, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.46325428278138325, 'reward_raw': 0.9735310433222508, 'reward_final': 0.9735310673713684, 'gate_reason': '', 'reward_final_diversity': 0.9735310673713684, 'diversity_penalty': False, 'selection_rank': 3, 'source_loop': 10}",Tb6(PrEr)5,"('Er', 'Pr', 'Tb')",0.9735310673713684,10
"{'structure_id': 'gen_17', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0001/postprocess/input_cifs/gen_17.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0001/postprocess/input_cifs/gen_17.cif', 'raw_valid': True, 'formula': 'Tb10 Er2 Mg3 Cd1', 'chemical_system': 'Cd-Er-Mg-Tb', 'num_sites': 16, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0001/postprocess/relaxed/relaxed_cifs/gen_17_relaxed.cif', 'relaxation_success': True, 'total_energy': -61.325992584228516, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.521067002729362, 'predicted_tensor': '[[11.568923486666069, -0.020611092067316903, 0.005039031825308492], [-0.020611092067316903, 11.502845548158373, 0.02260033806657745], [0.005039031825308492, 0.02260033806657745, 11.491431973363643]]', 'volume': 471.7516551328593, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.478932997270638, 'reward_raw': 0.971735042225346, 'reward_final': 0.9717350602149963, 'gate_reason': '', 'reward_final_diversity': 0.9717350602149963, 'diversity_penalty': False, 'selection_rank': 2, 'source_loop': 1}",Tb10Er2Mg3Cd,"('Cd', 'Er', 'Mg', 'Tb')",0.9717350602149964,1
"{'structure_id': 'gen_21', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0001/postprocess/input_cifs/gen_21.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0001/postprocess/input_cifs/gen_21.cif', 'raw_valid': True, 'formula': 'Ce2 Dy4 Er6', 'chemical_system': 'Ce-Dy-Er', 'num_sites': 12, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0001/postprocess/relaxed/relaxed_cifs/gen_21_relaxed.cif', 'relaxation_success': True, 'total_energy': -57.09050369262695, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.512596858639656, 'predicted_tensor': '[[11.780757276925852, 0.0037468370468192384, 0.005989505855763113], [0.0037468370468192384, 11.351197484201768, -0.001714816084760923], [0.005989505855763113, -0.001714816084760923, 11.405835814791343]]', 'volume': 373.7731074280421, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.4874031413603443, 'reward_raw': 0.9707413434670804, 'reward_final': 0.97074133, 'gate_reason': nan, 'reward_final_diversity': 0.97074133, 'diversity_penalty': False, 'selection_rank': 1, 'source_loop': 1}",CeDy2Er3,"('Ce', 'Dy', 'Er')",0.97074133,1
"{'structure_id': 'gen_57', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0002/postprocess/input_cifs/gen_57.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0002/postprocess/input_cifs/gen_57.cif', 'raw_valid': True, 'formula': 'La10 Ho4 Tm6', 'chemical_system': 'Ho-La-Tm', 'num_sites': 20, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0002/postprocess/relaxed/relaxed_cifs/gen_57_relaxed.cif', 'relaxation_success': True, 'total_energy': -93.41187286376953, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.507370780622702, 'predicted_tensor': '[[11.513514132707302, -0.05295205438660427, 0.027603699629113757], [-0.05295205438660427, 11.512933157768234, 0.04239010308332302], [0.027603699629113757, 0.04239010308332302, 11.495665051392569]]', 'volume': 673.481872139445, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.49262921937729764, 'reward_raw': 0.9701200585206314, 'reward_final': 0.9701200723648071, 'gate_reason': '', 'reward_final_diversity': 0.9701200723648071, 'diversity_penalty': False, 'selection_rank': 4, 'source_loop': 2}",La5Ho2Tm3,"('Ho', 'La', 'Tm')",0.9701200723648072,2
"{'structure_id': 'gen_21', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0007/postprocess/input_cifs/gen_21.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0007/postprocess/input_cifs/gen_21.cif', 'raw_valid': True, 'formula': 'La2 Cd6 Ag2', 'chemical_system': 'Ag-Cd-La', 'num_sites': 10, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_tri_fixed_scaler_gpu/loop_0007/postprocess/relaxed/relaxed_cifs/gen_21_relaxed.cif', 'relaxation_success': True, 'total_energy': -23.5212459564209, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.499773780826386, 'predicted_tensor': '[[12.952382722129872, 0.0006307264711555512, -0.0001098199675023896], [0.0006307264711555512, 12.952531222908265, 5.3028906438029746e-05], [-0.0001098199675023896, 5.3028906438029746e-05, 11.594407397441021]]', 'volume': 252.5274224885514, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.499773780826386, 'reward_raw': 0.9692606360562672, 'reward_final': 0.96926063, 'gate_reason': nan, 'reward_final_diversity': 0.96926063, 'diversity_penalty': False, 'selection_rank': 1, 'source_loop': 7}",LaCd3Ag,"('Ag', 'Cd', 'La')",0.96926063,7
