record,comp,ele_comb,reward,source_loop
"{'structure_id': 'gen_17', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0001/postprocess/input_cifs/gen_17.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0001/postprocess/input_cifs/gen_17.cif', 'raw_valid': True, 'formula': 'Tb10 Er2 Mg3 Cd1', 'chemical_system': 'Cd-Er-Mg-Tb', 'num_sites': 16, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0001/postprocess/relaxed/relaxed_cifs/gen_17_relaxed.cif', 'relaxation_success': True, 'total_energy': -61.32599258422852, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.521067002729362, 'predicted_tensor': '[[11.568923486666069, -0.020611092067316903, 0.005039031825308492], [-0.020611092067316903, 11.502845548158373, 0.02260033806657745], [0.005039031825308492, 0.02260033806657745, 11.491431973363643]]', 'volume': 471.7516551328593, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.478932997270638, 'reward_raw': 0.971735042225346, 'reward_final': 0.97173506, 'gate_reason': nan, 'reward_final_diversity': 0.97173506, 'diversity_penalty': False, 'selection_rank': 2, 'source_loop': 1}",Tb10Er2Mg3Cd,"('Cd', 'Er', 'Mg', 'Tb')",0.97173506,1
"{'structure_id': 'gen_57', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0002/postprocess/input_cifs/gen_57.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0002/postprocess/input_cifs/gen_57.cif', 'raw_valid': True, 'formula': 'La10 Ho4 Tm6', 'chemical_system': 'Ho-La-Tm', 'num_sites': 20, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0002/postprocess/relaxed/relaxed_cifs/gen_57_relaxed.cif', 'relaxation_success': True, 'total_energy': -93.41187286376952, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.507370780622702, 'predicted_tensor': '[[11.513514132707302, -0.05295205438660427, 0.027603699629113757], [-0.05295205438660427, 11.512933157768234, 0.04239010308332302], [0.027603699629113757, 0.04239010308332302, 11.495665051392569]]', 'volume': 673.481872139445, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.4926292193772976, 'reward_raw': 0.9701200585206314, 'reward_final': 0.9701201, 'gate_reason': nan, 'reward_final_diversity': 0.9701201, 'diversity_penalty': False, 'selection_rank': 4, 'source_loop': 2}",La5Ho2Tm3,"('Ho', 'La', 'Tm')",0.9701201,2
"{'structure_id': 'gen_32', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0005/postprocess/input_cifs/gen_32.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0005/postprocess/input_cifs/gen_32.cif', 'raw_valid': True, 'formula': 'Y2 Tm8 In2', 'chemical_system': 'In-Tm-Y', 'num_sites': 12, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0005/postprocess/relaxed/relaxed_cifs/gen_32_relaxed.cif', 'relaxation_success': True, 'total_energy': -55.99273300170898, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.486002645411013, 'predicted_tensor': '[[11.834803377592253, 0.008401434128021381, -0.00703434131321134], [0.008401434128021381, 11.844705030820732, -0.008205079248337495], [-0.00703434131321134, -0.008205079248337495, 10.778499527820054]]', 'volume': 346.1024182673286, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.5139973545889873, 'reward_raw': 0.9675151840763788, 'reward_final': 0.9675152, 'gate_reason': nan, 'reward_final_diversity': 0.9675152, 'diversity_penalty': False, 'selection_rank': 1, 'source_loop': 5}",YTm4In,"('In', 'Tm', 'Y')",0.9675152,5
"{'structure_id': 'gen_59', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0011/postprocess/input_cifs/gen_59.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0011/postprocess/input_cifs/gen_59.cif', 'raw_valid': True, 'formula': 'Ca2 Pr4 Ho4', 'chemical_system': 'Ca-Ho-Pr', 'num_sites': 10, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0011/postprocess/relaxed/relaxed_cifs/gen_59_relaxed.cif', 'relaxation_success': True, 'total_energy': -40.653038024902344, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.470071013382148, 'predicted_tensor': '[[11.60862842545486, 0.0015861162458205085, 0.0009690693485232234], [0.0015861162458205085, 11.338904215976559, -0.09928811450198619], [0.0009690693485232234, -0.09928811450198619, 11.462680398715026]]', 'volume': 348.33557286426145, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.5299289866178523, 'reward_raw': 0.9655058758156256, 'reward_final': 0.9655058979988098, 'gate_reason': '', 'reward_final_diversity': 0.9655058979988098, 'diversity_penalty': False, 'selection_rank': 1, 'source_loop': 11}",Ca(PrHo)2,"('Ca', 'Ho', 'Pr')",0.9655058979988098,11
"{'structure_id': 'gen_63', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0013/postprocess/input_cifs/gen_63.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0013/postprocess/input_cifs/gen_63.cif', 'raw_valid': True, 'formula': 'Li5 Hg15', 'chemical_system': 'Hg-Li', 'num_sites': 20, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0013/postprocess/relaxed/relaxed_cifs/gen_63_relaxed.cif', 'relaxation_success': True, 'total_energy': -17.515155792236328, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.458054510568791, 'predicted_tensor': '[[10.986994759794, 0.0057683579728151045, 0.007941378613916073], [0.0057683579728151045, 12.053461999152924, -0.019839154353121828], [0.007941378613916073, -0.019839154353121828, 11.333706772759465]]', 'volume': 462.7465199481261, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.5419454894312086, 'reward_raw': 0.96395264001908, 'reward_final': 0.9639526605606079, 'gate_reason': '', 'reward_final_diversity': 0.9639526605606079, 'diversity_penalty': False, 'selection_rank': 2, 'source_loop': 13}",LiHg3,"('Hg', 'Li')",0.963952660560608,13
"{'structure_id': 'gen_58', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0001/postprocess/input_cifs/gen_58.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0001/postprocess/input_cifs/gen_58.cif', 'raw_valid': True, 'formula': 'Ho5 Er2 Tm4 Zr1', 'chemical_system': 'Er-Ho-Tm-Zr', 'num_sites': 12, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0001/postprocess/relaxed/relaxed_cifs/gen_58_relaxed.cif', 'relaxation_success': True, 'total_energy': -57.97910690307617, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.555939901747408, 'predicted_tensor': '[[12.580289647776432, -0.014767438268995497, -0.046251293441665814], [-0.014767438268995497, 12.553882544445836, -0.05339863627321461], [-0.046251293441665814, -0.05339863627321461, 12.53364751301995]]', 'volume': 358.223255292868, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.5559399017474078, 'reward_raw': 0.9621031141500944, 'reward_final': 0.9621031, 'gate_reason': nan, 'reward_final_diversity': 0.9621031, 'diversity_penalty': False, 'selection_rank': 3, 'source_loop': 1}",Ho5Er2Tm4Zr,"('Er', 'Ho', 'Tm', 'Zr')",0.9621031,1
"{'structure_id': 'gen_60', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0008/postprocess/input_cifs/gen_60.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0008/postprocess/input_cifs/gen_60.cif', 'raw_valid': True, 'formula': 'Li5 La2 Cd9', 'chemical_system': 'Cd-La-Li', 'num_sites': 16, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0008/postprocess/relaxed/relaxed_cifs/gen_60_relaxed.cif', 'relaxation_success': True, 'total_energy': -31.700634002685547, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.440904931767912, 'predicted_tensor': '[[11.403253800898282, 0.3043322879989801, 0.31177908093534185], [0.3043322879989801, 11.704478954731336, -0.19385831727790345], [0.31177908093534185, -0.19385831727790345, 11.214982039674114]]', 'volume': 359.3120339353911, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.5590950682320877, 'reward_raw': 0.9616801077764048, 'reward_final': 0.9616801, 'gate_reason': nan, 'reward_final_diversity': 0.9616801, 'diversity_penalty': False, 'selection_rank': 2, 'source_loop': 8}",Li5La2Cd9,"('Cd', 'La', 'Li')",0.9616801,8
"{'structure_id': 'gen_58', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0005/postprocess/input_cifs/gen_58.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0005/postprocess/input_cifs/gen_58.cif', 'raw_valid': True, 'formula': 'Nd4 Al2 Zn4', 'chemical_system': 'Al-Nd-Zn', 'num_sites': 10, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0005/postprocess/relaxed/relaxed_cifs/gen_58_relaxed.cif', 'relaxation_success': True, 'total_energy': -35.38313674926758, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.604457907754258, 'predicted_tensor': '[[10.607709461073325, 2.1107432604836265, -0.0003049363961351721], [2.1107432604836265, 13.027017415696996, -0.004388805756526147], [-0.0003049363961351721, -0.004388805756526147, 14.178646846492446]]', 'volume': 233.92483527740643, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.6044579077542576, 'reward_raw': 0.9553560600104544, 'reward_final': 0.95535606, 'gate_reason': nan, 'reward_final_diversity': 0.95535606, 'diversity_penalty': False, 'selection_rank': 2, 'source_loop': 5}",Nd2AlZn2,"('Al', 'Nd', 'Zn')",0.95535606,5
"{'structure_id': 'gen_49', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0010/postprocess/input_cifs/gen_49.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0010/postprocess/input_cifs/gen_49.cif', 'raw_valid': True, 'formula': 'Tb2 Pr5 Tm2', 'chemical_system': 'Pr-Tb-Tm', 'num_sites': 9, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0010/postprocess/relaxed/relaxed_cifs/gen_49_relaxed.cif', 'relaxation_success': True, 'total_energy': -41.82469940185547, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.368700049541994, 'predicted_tensor': '[[11.332688542262867, -0.0004992349806076145, -0.00041743413475935976], [-0.0004992349806076145, 11.373981155394048, -0.04772171052427938], [-0.00041743413475935976, -0.04772171052427938, 11.399430450969069]]', 'volume': 305.4741283961452, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.6312999504580059, 'reward_raw': 0.9514030840184474, 'reward_final': 0.9514030814170837, 'gate_reason': '', 'reward_final_diversity': 0.9514030814170837, 'diversity_penalty': False, 'selection_rank': 4, 'source_loop': 10}",Tb2Pr5Tm2,"('Pr', 'Tb', 'Tm')",0.9514030814170836,10
"{'structure_id': 'gen_38', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0011/postprocess/input_cifs/gen_38.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0011/postprocess/input_cifs/gen_38.cif', 'raw_valid': True, 'formula': 'Tb4 Ga4', 'chemical_system': 'Ga-Tb', 'num_sites': 8, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0011/postprocess/relaxed/relaxed_cifs/gen_38_relaxed.cif', 'relaxation_success': True, 'total_energy': -35.64390182495117, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.6391466268741, 'predicted_tensor': '[[15.687172815986463, 0.0016475643231181106, 0.001325448684587806], [0.0016475643231181106, 10.946491965137119, -0.0041238217370011205], [0.001325448684587806, -0.0041238217370011205, 11.283775099498717]]', 'volume': 194.82926182752, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.6391466268740995, 'reward_raw': 0.9502182809774433, 'reward_final': 0.9502182602882385, 'gate_reason': '', 'reward_final_diversity': 0.9502182602882385, 'diversity_penalty': False, 'selection_rank': 2, 'source_loop': 11}",TbGa,"('Ga', 'Tb')",0.9502182602882384,11
"{'structure_id': 'gen_5', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0002/postprocess/input_cifs/gen_5.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0002/postprocess/input_cifs/gen_5.cif', 'raw_valid': True, 'formula': 'Ti2 Mn2 Cr2 S8', 'chemical_system': 'Cr-Mn-S-Ti', 'num_sites': 14, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0002/postprocess/relaxed/relaxed_cifs/gen_5_relaxed.cif', 'relaxation_success': True, 'total_energy': -99.13138580322266, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.33481322980476, 'predicted_tensor': '[[11.002821001930236, 0.002657437735879881, 0.0058412987187756275], [0.002657437735879881, 11.414679794858705, -0.23947219737337047], [0.0058412987187756275, -0.23947219737337047, 11.586938892625337]]', 'volume': 264.8781744485542, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.6651867701952394, 'reward_raw': 0.9461925589986708, 'reward_final': 0.94619256, 'gate_reason': nan, 'reward_final_diversity': 0.94619256, 'diversity_penalty': False, 'selection_rank': 5, 'source_loop': 2}",TiMnCrS4,"('Cr', 'Mn', 'S', 'Ti')",0.94619256,2
"{'structure_id': 'gen_1', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0014/postprocess/input_cifs/gen_1.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0014/postprocess/input_cifs/gen_1.cif', 'raw_valid': True, 'formula': 'La1 Pr3 Sm4 Dy1', 'chemical_system': 'Dy-La-Pr-Sm', 'num_sites': 9, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0014/postprocess/relaxed/relaxed_cifs/gen_1_relaxed.cif', 'relaxation_success': True, 'total_energy': -42.28815841674805, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.668477260419074, 'predicted_tensor': '[[12.580212455261222, 0.00023793935987622677, -0.000804592879919997], [0.00023793935987622677, 12.686470017527075, -0.025062965332020955], [-0.000804592879919997, -0.025062965332020955, 12.738749308468932]]', 'volume': 311.90913347319844, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.6684772604190741, 'reward_raw': 0.9456736664030228, 'reward_final': 0.9456736445426941, 'gate_reason': '', 'reward_final_diversity': 0.9456736445426941, 'diversity_penalty': False, 'selection_rank': 4, 'source_loop': 14}",LaPr3Sm4Dy,"('Dy', 'La', 'Pr', 'Sm')",0.945673644542694,14
"{'structure_id': 'gen_33', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0011/postprocess/input_cifs/gen_33.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0011/postprocess/input_cifs/gen_33.cif', 'raw_valid': True, 'formula': 'Li1 Dy1 Er2 Ag4', 'chemical_system': 'Ag-Dy-Er-Li', 'num_sites': 8, 'raw_valid_reason': '', 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval32_topk025_loop0009_e1_replay4_cut03_gpu_20260731/loop_0011/postprocess/relaxed/relaxed_cifs/gen_33_relaxed.cif', 'relaxation_success': True, 'total_energy': -29.535524368286133, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.669088690392192, 'predicted_tensor': '[[12.634870551563932, -0.0010100540983626286, -0.002943197347048491], [-0.0010100540983626286, 12.618406113599686, -0.001185518972822008], [-0.002943197347048491, -0.001185518972822008, 12.753989406012948]]', 'volume': 178.17213731008846, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.6690886903921918, 'reward_raw': 0.9455769965541505, 'reward_final': 0.9455770254135132, 'gate_reason': '', 'reward_final_diversity': 0.9455770254135132, 'diversity_penalty': False, 'selection_rank': 3, 'source_loop': 11}",LiDy(ErAg2)2,"('Ag', 'Dy', 'Er', 'Li')",0.9455770254135132,11
"{'structure_id': 'gen_51', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0008/postprocess/input_cifs/gen_51.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0008/postprocess/input_cifs/gen_51.cif', 'raw_valid': True, 'formula': 'La4 Tb2 Sm5 Dy1', 'chemical_system': 'Dy-La-Sm-Tb', 'num_sites': 12, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0008/postprocess/relaxed/relaxed_cifs/gen_51_relaxed.cif', 'relaxation_success': True, 'total_energy': -56.561256408691406, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.709022104713112, 'predicted_tensor': '[[12.78405497061637, -0.0008255811680422188, 0.0003362723558281871], [-0.0008255811680422188, 12.671260620860972, -0.005107686800132434], [0.0003362723558281871, -0.005107686800132434, 12.67175072266199]]', 'volume': 411.4391945040318, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.709022104713112, 'reward_raw': 0.93909461526308, 'reward_final': 0.9390946, 'gate_reason': nan, 'reward_final_diversity': 0.9390946, 'diversity_penalty': False, 'selection_rank': 3, 'source_loop': 8}",La4Tb2Sm5Dy,"('Dy', 'La', 'Sm', 'Tb')",0.9390946,8
"{'structure_id': 'gen_40', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0004/postprocess/input_cifs/gen_40.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0004/postprocess/input_cifs/gen_40.cif', 'raw_valid': True, 'formula': 'Tb3 Y6 Er1', 'chemical_system': 'Er-Tb-Y', 'num_sites': 10, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0004/postprocess/relaxed/relaxed_cifs/gen_40_relaxed.cif', 'relaxation_success': True, 'total_energy': -56.96554183959961, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 12.73807386928119, 'predicted_tensor': '[[12.88411084088451, 0.006621806400358838, -0.013946539836552573], [0.006621806400358838, 12.588587140880092, -0.2367339034990664], [-0.013946539836552573, -0.2367339034990664, 12.741523626078969]]', 'volume': 322.4340807172886, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.7380738692811892, 'reward_raw': 0.9341725361845596, 'reward_final': 0.9341725, 'gate_reason': nan, 'reward_final_diversity': 0.9341725, 'diversity_penalty': False, 'selection_rank': 1, 'source_loop': 4}",Tb3Y6Er,"('Er', 'Tb', 'Y')",0.9341725,4
"{'structure_id': 'gen_47', 'cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0001/postprocess/input_cifs/gen_47.cif', 'input_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0001/postprocess/input_cifs/gen_47.cif', 'raw_valid': True, 'formula': 'Pr3 Y3 Ho2 Te8', 'chemical_system': 'Ho-Pr-Te-Y', 'num_sites': 16, 'raw_valid_reason': nan, 'relaxed_cif_path': 'provenance://mattergen/outputs/dielectric_rl/direct_rl_target12_online/matinvent_style_target12_eval24_topk025_from_loop0020/loop_0001/postprocess/relaxed/relaxed_cifs/gen_47_relaxed.cif', 'relaxation_success': True, 'total_energy': -89.31645965576172, 'composition_valid': True, 'structure_valid': True, 'structure_comp_valid': True, 'reference_name': 'TRI2024', 'is_unique': True, 'is_novel': True, 'stable': True, 'predicted_dielectric_scalar': 11.210975292051522, 'predicted_tensor': '[[11.2785430990047, 0.0016323744104121453, 0.0010362523718223191], [0.0016323744104121453, 11.257987735785932, 0.0234184495650652], [0.0010362523718223191, 0.0234184495650652, 11.096395041363941]]', 'volume': 490.1837097773172, 'prediction_success': True, 'target_dielectric_scalar': 12.0, 'abs_error': 0.789024707948478, 'reward_raw': 0.925130936310596, 'reward_final': 0.92513096, 'gate_reason': nan, 'reward_final_diversity': 0.92513096, 'diversity_penalty': False, 'selection_rank': 4, 'source_loop': 1}",Pr3Y3(HoTe4)2,"('Ho', 'Pr', 'Te', 'Y')",0.92513096,1
